"ID";"Symbol";"MeanExpression";"Metagene";"Chromosome";"Description"
"ENSDARG00000096086";"taar20j";-1,07735362016251;"20 x 23";"10 NA";"trace amine associated receptor 20j [Source:ZFIN;Acc:ZDB-GENE-060414-15]"
"ENSDARG00000096224";"";-1,32971054735959;"20 x 23";"8 NA";"nuclear receptor subfamily 6, group A, member 1a [Source:ZFIN;Acc:ZDB-GENE-991207-19]"
"ENSDARG00000096260";"";-1,22805412993156;"20 x 23";"3 NA";""
"ENSDARG00000096313";"";-1,15154377812673;"20 x 23";"6 NA";""
"ENSDARG00000096486";"";-1,19020950820162;"20 x 23";"4 NA";""
"ENSDARG00000096559";"";-1,01618869981756;"20 x 23";"1 NA";""
"ENSDARG00000096817";"";-0,794907048112992;"20 x 23";"25 NA";""
"ENSDARG00000096823";"";-1,33031693425102;"20 x 23";"4 NA";""
"ENSDARG00000096882";"";-1,17711200079112;"20 x 23";"6 NA";"Pim proto-oncogene, serine/threonine kinase, related 6 [Source:ZFIN;Acc:ZDB-GENE-131125-84]"
"ENSDARG00000097035";"";-1,22851458255112;"20 x 23";"11 NA";""
"ENSDARG00000097458";"";-0,654526293537995;"20 x 23";"22 NA";"si:dkey-208m12.3 [Source:ZFIN;Acc:ZDB-GENE-050208-718]"
"ENSDARG00000097477";"";-1,22923202406334;"20 x 23";"10 NA";"si:dkey-4c2.11 [Source:ZFIN;Acc:ZDB-GENE-131127-372]"
"ENSDARG00000097634";"";-1,07199379449969;"20 x 23";"17 NA";""
"ENSDARG00000097858";"";-1,15222983522952;"20 x 23";"8 NA";""
"ENSDARG00000097907";"";-1,29206173474708;"20 x 23";"4 NA";""
"ENSDARG00000097967";"";-1,01741118844404;"20 x 23";"4 NA";""
"ENSDARG00000098185";"";-1,22992500008397;"20 x 23";"5 NA";""
"ENSDARG00000098283";"";0,74951668382459;"20 x 23";" ";""
"ENSDARG00000098571";"";-1,06037265340275;"20 x 23";"11 NA";""
"ENSDARG00000098735";"";-0,149059592232101;"20 x 23";" ";""
"ENSDARG00000098985";"";-1,10022566217992;"20 x 23";"4 NA";""
"ENSDARG00000099808";"";-0,968043263289553;"20 x 23";"6 NA";"Pim proto-oncogene, serine/threonine kinase, related 10 [Source:ZFIN;Acc:ZDB-GENE-141211-31]"
"ENSDARG00000099907";"";-1,33095603507445;"20 x 23";"12 NA";""
"ENSDARG00000100191";"";-0,114776424638821;"20 x 23";"2 NA";"T cell receptor gamma variable 6 [Source:ZFIN;Acc:ZDB-GENE-051115-10]"
"ENSDARG00000100247";"ctu1";-0,104943481817757;"20 x 23";"8 NA";"fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020]"
"ENSDARG00000100408";"LOC103910042";-1,07872131440326;"20 x 23";"2 NA";""
"ENSDARG00000100604";"olfcw1";-1,07311440884823;"20 x 23";"18 NA";"olfactory receptor C family, w1 [Source:ZFIN;Acc:ZDB-GENE-050522-281]"
"ENSDARG00000100692";"";-1,074367713205;"20 x 23";" ";""
"ENSDARG00000101011";"";-1,23062817233904;"20 x 23";"21 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000101263";"";-1,3314862236287;"20 x 23";"3 NA";""
"ENSDARG00000101525";"";-0,962699064265731;"20 x 23";"1 NA";""
"ENSDARG00000101787";"zgc:162592";-1,33200070623242;"20 x 23";"7 NA";"zgc:162592 [Source:ZFIN;Acc:ZDB-GENE-030131-5400]"
"ENSDARG00000101882";"";-1,33274542282761;"20 x 23";"2 NA";"T-cell receptor alpha joining 58 [Source:ZFIN;Acc:ZDB-GENE-170601-66]"
"ENSDARG00000102647";"";-0,697935453313122;"20 x 23";"5 NA";""
"ENSDARG00000103642";"pglyrp6";-0,470538555485724;"20 x 23";"3 NA";"peptidoglycan recognition protein 6 [Source:ZFIN;Acc:ZDB-GENE-071227-2]"
"ENSDARG00000104494";"";-1,26288942148297;"20 x 23";" ";""
"ENSDARG00000104900";"";-1,1528309735088;"20 x 23";"19 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000105030";"";-1,23133781217015;"20 x 23";" ";""
"ENSDARG00000105041";"";-1,37385022753027;"20 x 23";"10 NA";""
"ENSDARG00000105343";"";-0,779068129006688;"20 x 23";"7 NA";"kelch-like family member 33 [Source:ZFIN;Acc:ZDB-GENE-131016-4]"
"ENSDARG00000105396";"";-1,15380051784991;"20 x 23";"11 NA";""
"ENSDARG00000105469";"";-0,97850747597499;"20 x 23";"11 NA";""
"ENSDARG00000105623";"";-0,512243861297403;"20 x 23";"7 NA";""
"ENSDARG00000001572";"prf1.3";-1,81720737744365;"21 x 23";"19 NA";"perforin 1.3 [Source:ZFIN;Acc:ZDB-GENE-060503-461]"
"ENSDARG00000010146";"cpa2";-1,81734966316682;"21 x 23";"25 NA";"carboxypeptidase A2 (pancreatic) [Source:ZFIN;Acc:ZDB-GENE-040801-182]"
"ENSDARG00000010782";"zgc:55621";-1,50296971137079;"21 x 23";"15 NA";"zgc:55621 [Source:ZFIN;Acc:ZDB-GENE-040426-762]"
"ENSDARG00000015964";"zgc:153311";-1,63532589070052;"21 x 23";"6 NA";"zgc:153311 [Source:ZFIN;Acc:ZDB-GENE-060825-194]"
"ENSDARG00000017577";"";-1,81774894031619;"21 x 23";"2 NA";"si:dkey-31m5.7 [Source:ZFIN;Acc:ZDB-GENE-070912-519]"
"ENSDARG00000021444";"prf1.2";-1,51734769133052;"21 x 23";"19 NA";"perforin 1.2 [Source:ZFIN;Acc:ZDB-GENE-111212-3]"
"ENSDARG00000025600";"or102-5";-1,99577314421923;"21 x 23";"15 NA";"odorant receptor, family C, subfamily 102, member 5 [Source:ZFIN;Acc:ZDB-GENE-010308-1]"
"ENSDARG00000028548";"klhl10b.2";-1,81803687188186;"21 x 23";"17 NA";"kelch-like family member 10b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-131127-61]"
"ENSDARG00000035367";"LOC100002327";-1,63566574651008;"21 x 23";"11 NA";""
"ENSDARG00000038987";"";-1,81809857198966;"21 x 23";"2 NA";"si:dkey-31m5.5 [Source:ZFIN;Acc:ZDB-GENE-070912-517]"
"ENSDARG00000040632";"v2rx1";-1,63583032892334;"21 x 23";"18 NA";"vomeronasal 2 receptor, x1 [Source:ZFIN;Acc:ZDB-GENE-050419-175]"
"ENSDARG00000040765";"";-1,81829075772417;"21 x 23";"12 NA";"dopamine receptor D6b [Source:ZFIN;Acc:ZDB-GENE-121214-145]"
"ENSDARG00000040955";"dharma";-1,63184711485895;"21 x 23";"15 NA";"dharma [Source:ZFIN;Acc:ZDB-GENE-990415-22]"
"ENSDARG00000042197";"";-1,63592681991028;"21 x 23";"12 NA";"zmp:0000000611 [Source:ZFIN;Acc:ZDB-GENE-130530-614]"
"ENSDARG00000046139";"LOC564730";-1,25127749232955;"21 x 23";"23 NA";"zmp:0000001084 [Source:ZFIN;Acc:ZDB-GENE-140106-44]"
"ENSDARG00000052296";"";-1,81841638559456;"21 x 23";"2 NA";"Pim proto-oncogene, serine/threonine kinase, related 196 [Source:ZFIN;Acc:ZDB-GENE-070705-328]"
"ENSDARG00000052910";"";-1,63603760053463;"21 x 23";"14 NA";"wingless-type MMTV integration site family, member 8a [Source:ZFIN;Acc:ZDB-GENE-980526-332]"
"ENSDARG00000053512";"crybb2";-1,63615490521366;"21 x 23";"8 NA";"crystallin, beta B2 [Source:ZFIN;Acc:ZDB-GENE-060130-1]"
"ENSDARG00000055334";"zmp:0000000652";-1,51820292238586;"21 x 23";"22 NA";"zmp:0000000652 [Source:ZFIN;Acc:ZDB-GENE-130530-655]"
"ENSDARG00000055346";"LOC100000851";-0,845041416265651;"21 x 23";"7 NA";"si:dkey-83f18.2 [Source:ZFIN;Acc:ZDB-GENE-070705-501]"
"ENSDARG00000055986";"si:ch211-165b19.5";-1,51863745349721;"21 x 23";"9 NA";"si:ch211-165b19.5 [Source:ZFIN;Acc:ZDB-GENE-070912-133]"
"ENSDARG00000058762";"or128-3";-1,81855599774068;"21 x 23";"15 NA";"odorant receptor, family E, subfamily 128, member 3 [Source:ZFIN;Acc:ZDB-GENE-070806-108]"
"ENSDARG00000060187";"si:ch211-214c7.5";-1,81878257683417;"21 x 23";"1 NA";"si:ch211-214c7.5 [Source:ZFIN;Acc:ZDB-GENE-061207-16]"
"ENSDARG00000061498";"dusp13a";-0,923606662094438;"21 x 23";"13 NA";"dual specificity phosphatase 13a [Source:ZFIN;Acc:ZDB-GENE-080204-69]"
"ENSDARG00000061887";"";-1,51905018863259;"21 x 23";"2 NA";"si:dkey-149i17.9 [Source:ZFIN;Acc:ZDB-GENE-070912-376]"
"ENSDARG00000069201";"taar13e";-1,51076511973445;"21 x 23";"20 NA";"trace amine associated receptor 13e [Source:ZFIN;Acc:ZDB-GENE-041014-70]"
"ENSDARG00000071168";"zmp:0000001138";-1,18165198744304;"21 x 23";"13 NA";"zmp:0000001138 [Source:ZFIN;Acc:ZDB-GENE-140106-98]"
"ENSDARG00000074049";"si:dkeyp-46h3.1";-1,5194578098991;"21 x 23";"19 NA";"si:dkeyp-46h3.1 [Source:ZFIN;Acc:ZDB-GENE-060503-559]"
"ENSDARG00000076319";"";-1,63622940656932;"21 x 23";" ";""
"ENSDARG00000076449";"kbtbd13";-1,63631967878511;"21 x 23";"7 NA";"kelch repeat and BTB (POZ) domain containing 13 [Source:ZFIN;Acc:ZDB-GENE-140106-122]"
"ENSDARG00000077985";"kiss2";-1,51982564194476;"21 x 23";"4 NA";"kisspeptin 2 [Source:ZFIN;Acc:ZDB-GENE-090526-1]"
"ENSDARG00000078743";"oxgr1a.2";-1,38882523739385;"21 x 23";"1 NA";"oxoglutarate (alpha-ketoglutarate) receptor 1a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-090312-1]"
"ENSDARG00000079550";"tnfsf18";-1,63641290461147;"21 x 23";"3 NA";"TNF superfamily member 18 [Source:ZFIN;Acc:ZDB-GENE-101109-1]"
"ENSDARG00000080203";"";-1,63647550452291;"21 x 23";"12 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000080347";"";-1,52023769071193;"21 x 23";"5 NA";"dre-mir-130b [Source:miRBase;Acc:MI0001986]"
"ENSDARG00000080573";"";-1,52054373713155;"21 x 23";"23 NA";"dre-mir-135c-2 [Source:miRBase;Acc:MI0001997]"
"ENSDARG00000080934";"";-1,4456264404127;"21 x 23";"3 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000081066";"";-1,63662853120005;"21 x 23";"2 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000081158";"";-1,52091904249958;"21 x 23";"3 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000081445";"";-0,593431142854143;"21 x 23";"5 NA";"U5 spliceosomal RNA [Source:RFAM;Acc:RF00020]"
"ENSDARG00000082727";"";-1,63670448404273;"21 x 23";"15 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000082901";"";-1,49847113940606;"21 x 23";"22 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000083059";"";-1,63677666374804;"21 x 23";" ";""
"ENSDARG00000083520";"";-0,783015545650746;"21 x 23";"9 NA";"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]"
"ENSDARG00000083818";"";-1,41408610383585;"21 x 23";"18 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000084045";"";-1,67484240679843;"21 x 23";"2 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000084296";"";-0,443789771058126;"21 x 23";"17 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000084720";"";-1,99680574328973;"21 x 23";"12 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000085134";"";-1,99715645716163;"21 x 23";"9 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000085290";"";-1,50272831207812;"21 x 23";"19 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000085610";"";-1,62594430692544;"21 x 23";"5 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000085665";"";-1,44716773996314;"21 x 23";"20 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000086186";"";-1,82047479499085;"21 x 23";"20 NA";""
"ENSDARG00000087516";"";-0,799944809650179;"21 x 23";"2 NA";""
"ENSDARG00000087978";"";-1,81450341680184;"21 x 23";"23 NA";""
"ENSDARG00000089567";"si:ch211-103b1.2";-0,384252493508733;"21 x 23";"12 NA";"si:ch211-103b1.2 [Source:ZFIN;Acc:ZDB-GENE-121214-350]"
"ENSDARG00000091445";"";-1,50883519282112;"21 x 23";"17 NA";"Pim proto-oncogene, serine/threonine kinase, related 27 [Source:ZFIN;Acc:ZDB-GENE-131119-75]"
"ENSDARG00000091449";"";-0,427629561493744;"21 x 23";"5 NA";"U5 spliceosomal RNA [Source:RFAM;Acc:RF00020]"
"ENSDARG00000092288";"";-1,99721000298957;"21 x 23";"9 NA";""
"ENSDARG00000092571";"";-1,81497161793441;"21 x 23";"3 NA";""
"ENSDARG00000092885";"zgc:171977";-1,81532368474531;"21 x 23";"24 NA";"zgc:171977 [Source:ZFIN;Acc:ZDB-GENE-070822-24]"
"ENSDARG00000092964";"";-1,62649836344212;"21 x 23";"19 NA";"Pim proto-oncogene, serine/threonine kinase, related 78 [Source:ZFIN;Acc:ZDB-GENE-060503-212]"
"ENSDARG00000092995";"";-1,99726157974771;"21 x 23";"24 NA";""
"ENSDARG00000094492";"";-1,40569557876808;"21 x 23";"5 NA";"si:ch211-284e13.12 [Source:ZFIN;Acc:ZDB-GENE-060526-158]"
"ENSDARG00000094505";"si:ch211-218m3.9";-1,49411665508583;"21 x 23";"21 NA";"si:ch211-218m3.9 [Source:ZFIN;Acc:ZDB-GENE-091116-94]"
"ENSDARG00000094714";"or125-2";-1,40589139211388;"21 x 23";"21 NA";"odorant receptor, family E, subfamily 125, member 2 [Source:ZFIN;Acc:ZDB-GENE-070806-92]"
"ENSDARG00000095352";"";-0,653810714963123;"21 x 23";"21 NA";"Pim proto-oncogene, serine/threonine kinase, related 161 [Source:ZFIN;Acc:ZDB-GENE-120214-9]"
"ENSDARG00000095731";"";-1,634044603607;"21 x 23";"19 NA";""
"ENSDARG00000095792";"";-1,50111074464841;"21 x 23";"3 NA";""
"ENSDARG00000096293";"";-1,14805536483856;"21 x 23";"18 NA";""
"ENSDARG00000096374";"";-1,50346045391669;"21 x 23";"6 NA";"Pim proto-oncogene, serine/threonine kinase, related 1 [Source:ZFIN;Acc:ZDB-GENE-120215-33]"
"ENSDARG00000096568";"";-1,50383386925159;"21 x 23";"20 NA";""
"ENSDARG00000096698";"";-1,99730743197823;"21 x 23";"20 NA";""
"ENSDARG00000096870";"si:dkey-33c3.1";-1,50431629203739;"21 x 23";"3 NA";"si:dkey-33c3.1 [Source:ZFIN;Acc:ZDB-GENE-131121-337]"
"ENSDARG00000097121";"";-1,40608894522343;"21 x 23";"25 NA";""
"ENSDARG00000097227";"";-1,66799677042542;"21 x 23";"16 NA";""
"ENSDARG00000097286";"";-1,63214224605469;"21 x 23";"4 NA";""
"ENSDARG00000097402";"";-1,81544746600094;"21 x 23";"3 NA";""
"ENSDARG00000097466";"";-1,30114951898028;"21 x 23";"19 NA";""
"ENSDARG00000097469";"";-1,9974741304611;"21 x 23";"6 NA";""
"ENSDARG00000097968";"";-1,62364876186843;"21 x 23";"9 NA";""
"ENSDARG00000099206";"";-1,63241710523977;"21 x 23";"15 NA";""
"ENSDARG00000099354";"";-1,62763454395497;"21 x 23";"KN150207.1 NA";""
"ENSDARG00000099680";"";-1,5258054551546;"21 x 23";"14 NA";""
"ENSDARG00000099788";"";-1,49402325887867;"21 x 23";"16 NA";""
"ENSDARG00000100541";"";-1,40639859520289;"21 x 23";"2 NA";"si:ch211-106g8.62 [Source:ZFIN;Acc:ZDB-GENE-141212-61]"
"ENSDARG00000101314";"";-1,15961811426501;"21 x 23";"8 NA";""
"ENSDARG00000101668";"";-1,4069444194265;"21 x 23";"2 NA";""
"ENSDARG00000101721";"LOC101883703";-1,62504208803383;"21 x 23";"19 NA";""
"ENSDARG00000102576";"";-1,40732157749092;"21 x 23";" ";""
"ENSDARG00000102602";"";-1,50488922647747;"21 x 23";"11 NA";"si:ch211-220m17.4 [Source:ZFIN;Acc:ZDB-GENE-141216-273]"
"ENSDARG00000102935";"";-1,81567470301856;"21 x 23";" ";""
"ENSDARG00000103368";"";-1,33354959135664;"21 x 23";"1 NA";"Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSDARG00000103373";"";-1,62359088484756;"21 x 23";" ";""
"ENSDARG00000103568";"";-1,47312509351753;"21 x 23";" ";""
"ENSDARG00000103630";"";-1,02082219238806;"21 x 23";"KN149829.1 NA";""
"ENSDARG00000103681";"";-1,63514998192788;"21 x 23";"23 NA";""
"ENSDARG00000103974";"";-1,38793439124331;"21 x 23";"8 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000104116";"";-1,40786037776736;"21 x 23";"1 NA";""
"ENSDARG00000104153";"";-1,3341858863569;"21 x 23";"7 NA";"zgc:175248 [Source:ZFIN;Acc:ZDB-GENE-080204-93]"
"ENSDARG00000104427";"";-1,33477086859115;"21 x 23";" ";""
"ENSDARG00000104946";"";-1,81583855927034;"21 x 23";"1 NA";""
"ENSDARG00000105331";"";-1,81761599746157;"21 x 23";"11 NA";""
"ENSDARG00000105339";"";-1,40850549258713;"21 x 23";"11 NA";""
"ENSDARG00000105553";"";-1,8160188786174;"21 x 23";"7 NA";""
"ENSDARG00000105706";"or125-3";-1,44334205573178;"21 x 23";"21 NA";"odorant receptor, family E, subfamily 125, member 3 [Source:ZFIN;Acc:ZDB-GENE-070806-93]"
"ENSDARG00000105802";"";-1,33543507129461;"21 x 23";"21 NA";""
"ENSDARG00000105820";"or132-1";-1,40905810786039;"21 x 23";"21 NA";"odorant receptor, family H, subfamily 132, member 1 [Source:ZFIN;Acc:ZDB-GENE-070806-47]"
"ENSDARG00000018587";"zgc:152658";-1,40314064362807;"22 x 23";"1 NA";"zgc:152658 [Source:ZFIN;Acc:ZDB-GENE-060929-68]"
"ENSDARG00000018770";"";-1,81814593035108;"22 x 23";"4 NA";"zmp:0000001326 [Source:ZFIN;Acc:ZDB-GENE-170503-1]"
"ENSDARG00000031930";"";-2,1623578193071;"22 x 23";"4 NA";"ELKS/RAB6-interacting/CAST family member 1b [Source:ZFIN;Acc:ZDB-GENE-041210-51]"
"ENSDARG00000041252";"gemin4";-1,99208567408744;"22 x 23";"15 NA";"gem (nuclear organelle) associated protein 4 [Source:ZFIN;Acc:ZDB-GENE-050522-188]"
"ENSDARG00000041348";"cyp19a1a";-2,16395691316309;"22 x 23";"18 NA";"cytochrome P450, family 19, subfamily A, polypeptide 1a [Source:ZFIN;Acc:ZDB-GENE-990415-43]"
"ENSDARG00000074062";"";-2,1625945910657;"22 x 23";"25 NA";"si:dkey-234i14.15 [Source:ZFIN;Acc:ZDB-GENE-131121-188]"
"ENSDARG00000076132";"siglec15l";-1,49749134206944;"22 x 23";"16 NA";"sialic acid binding Ig-like lectin 15, like [Source:ZFIN;Acc:ZDB-GENE-100922-281]"
"ENSDARG00000078223";"ora4";-1,99726427569395;"22 x 23";"22 NA";"olfactory receptor class A related 4 [Source:ZFIN;Acc:ZDB-GENE-100721-6]"
"ENSDARG00000081704";"";-2,16286779038465;"22 x 23";"17 NA";"dre-mir-107b [Source:miRBase;Acc:MI0010843]"
"ENSDARG00000082534";"";-2,16401577658592;"22 x 23";"23 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000083023";"";-2,16306625224916;"22 x 23";"1 NA";"dre-mir-218a-2 [Source:miRBase;Acc:MI0002052]"
"ENSDARG00000084546";"";-2,16411620242956;"22 x 23";"16 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000084582";"";-1,81540775435043;"22 x 23";"19 NA";"Small nucleolar RNA SNORD52 [Source:RFAM;Acc:RF00276]"
"ENSDARG00000084849";"";-1,99760911057681;"22 x 23";"15 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000086613";"";-1,67732960051594;"22 x 23";"19 NA";"si:dkey-266f7.10 [Source:ZFIN;Acc:ZDB-GENE-120215-242]"
"ENSDARG00000089640";"si:dkey-117n7.5";-1,81582120795042;"22 x 23";"4 NA";"si:dkey-117n7.5 [Source:ZFIN;Acc:ZDB-GENE-060503-331]"
"ENSDARG00000089869";"";-1,81321003134954;"22 x 23";"22 NA";"zgc:172218 [Source:ZFIN;Acc:ZDB-GENE-080219-50]"
"ENSDARG00000092040";"";-1,81877741125307;"22 x 23";"16 NA";""
"ENSDARG00000092403";"";-1,99772338794649;"22 x 23";"8 NA";""
"ENSDARG00000093186";"si:dkey-30j10.5";-1,36288490358182;"22 x 23";"3 NA";"si:dkey-30j10.5 [Source:ZFIN;Acc:ZDB-GENE-091118-81]"
"ENSDARG00000095338";"";-1,62712307104597;"22 x 23";"19 NA";"Pim proto-oncogene, serine/threonine kinase, related 77 [Source:ZFIN;Acc:ZDB-GENE-060503-119]"
"ENSDARG00000095640";"si:ch1073-15f19.2";-1,34060414647613;"22 x 23";"10 NA";"si:ch1073-15f19.2 [Source:ZFIN;Acc:ZDB-GENE-091204-84]"
"ENSDARG00000096477";"";-1,38679474510455;"22 x 23";"19 NA";""
"ENSDARG00000097283";"klhl10b.1";-1,81886815189044;"22 x 23";"17 NA";"kelch-like family member 10b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-131015-2]"
"ENSDARG00000097340";"";-1,81824896368229;"22 x 23";"15 NA";"si:ch211-33e4.2 [Source:ZFIN;Acc:ZDB-GENE-131121-201]"
"ENSDARG00000097640";"";-1,62819594394936;"22 x 23";"3 NA";""
"ENSDARG00000098848";"";1,75282729390305;"22 x 23";"4 NA";"U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]"
"ENSDARG00000100413";"";-1,99702977826952;"22 x 23";"2 NA";""
"ENSDARG00000100429";"";-2,16438440957296;"22 x 23";"3 NA";"immunity-related GTPase family, f4 [Source:ZFIN;Acc:ZDB-GENE-060929-404]"
"ENSDARG00000102006";"";-1,99479505779409;"22 x 23";"9 NA";""
"ENSDARG00000105111";"";-1,9970675817461;"22 x 23";"4 NA";""
"ENSDARG00000105180";"";-1,8183704179191;"22 x 23";"17 NA";""
"ENSDARG00000105775";"or109-6";-1,81659885880253;"22 x 23";"10 NA";"odorant receptor, family D, subfamily 109, member 6 [Source:ZFIN;Acc:ZDB-GENE-070804-7]"
"ENSDARG00000058064";"cx31.7";-1,14418627934403;"23 x 23";"14 NA";"connexin 31.7 [Source:ZFIN;Acc:ZDB-GENE-050616-3]"
"ENSDARG00000080677";"";-1,81357749156188;"23 x 23";" ";""
"ENSDARG00000081439";"";-1,81401844872101;"23 x 23";"4 NA";"U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]"
"ENSDARG00000083557";"";-1,47081917142584;"23 x 23";"10 NA";"dre-mir-125b-3 [Source:miRBase;Acc:MI0001977]"
"ENSDARG00000083988";"";-1,81434802901743;"23 x 23";"8 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000085384";"";-1,61762329225274;"23 x 23";"23 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000093256";"";-1,81472511672597;"23 x 23";"8 NA";""
"ENSDARG00000093913";"LOC101882006";-1,41498404192381;"23 x 23";"10 NA";""
"ENSDARG00000094603";"";-1,6261175767678;"23 x 23";"4 NA";"si:dkey-21h14.12 [Source:ZFIN;Acc:ZDB-GENE-110913-1]"
"ENSDARG00000095804";"";-1,81557985359021;"23 x 23";"8 NA";""
"ENSDARG00000096799";"";-1,62282580464429;"23 x 23";"12 NA";""
"ENSDARG00000098318";"";-1,81593098467663;"23 x 23";"7 NA";""
"ENSDARG00000098676";"";-1,47170303044943;"23 x 23";"6 NA";""
"ENSDARG00000100438";"";-1,64877442445303;"23 x 23";"4 NA";""
"ENSDARG00000100612";"si:ch211-163c2.1";-1,62314437843628;"23 x 23";"7 NA";"si:ch211-163c2.1 [Source:ZFIN;Acc:ZDB-GENE-160114-75]"
"ENSDARG00000101152";"";-1,81615119148138;"23 x 23";"3 NA";"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]"
"ENSDARG00000102491";"gpr142";-1,81508146272429;"23 x 23";"12 NA";"G protein-coupled receptor 142 [Source:ZFIN;Acc:ZDB-GENE-130603-30]"
"ENSDARG00000014190";"sst2";-0,806268656779034;"24 x 23";"2 NA";"somatostatin 2 [Source:ZFIN;Acc:ZDB-GENE-010219-2]"
"ENSDARG00000031278";"";-0,540623868038642;"24 x 23";"13 NA";"si:ch73-193i2.2 [Source:ZFIN;Acc:ZDB-GENE-141215-32]"
"ENSDARG00000041301";"crybb3";-1,62215265776792;"24 x 23";"5 NA";"crystallin, beta B3 [Source:ZFIN;Acc:ZDB-GENE-060130-2]"
"ENSDARG00000052319";"";-1,15717380118934;"24 x 23";"2 NA";"Pim proto-oncogene, serine/threonine kinase, related 198 [Source:ZFIN;Acc:ZDB-GENE-131119-89]"
"ENSDARG00000068609";"";-1,62256837628106;"24 x 23";"9 NA";"interleukin 1 receptor-like 1 [Source:ZFIN;Acc:ZDB-GENE-060621-4]"
"ENSDARG00000080024";"";-1,62283735523369;"24 x 23";"4 NA";"U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]"
"ENSDARG00000082031";"";-0,711791821176441;"24 x 23";"6 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000089699";"";-1,39145370809842;"24 x 23";"4 NA";"U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]"
"ENSDARG00000090118";"qdprb2";-1,29698163931193;"24 x 23";"1 NA";"quinoid dihydropteridine reductase b2 [Source:ZFIN;Acc:ZDB-GENE-070720-19]"
"ENSDARG00000094438";"plac8.2";-1,29798385628418;"24 x 23";"10 NA";"placenta-specific 8, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-070424-12]"
"ENSDARG00000095177";"";-1,1809799671027;"24 x 23";"8 NA";""
"ENSDARG00000097734";"";-1,6230416848519;"24 x 23";"25 NA";""
"ENSDARG00000097915";"";-1,62323056581322;"24 x 23";"24 NA";""
"ENSDARG00000098264";"";-1,62343046809642;"24 x 23";"7 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000100911";"";-1,39215225275235;"24 x 23";"4 NA";""
"ENSDARG00000101516";"";-1,65461371906482;"24 x 23";" ";""
"ENSDARG00000102727";"";-1,40844352923732;"24 x 23";"25 NA";"si:ch73-182e20.4 [Source:ZFIN;Acc:ZDB-GENE-131127-155]"
"ENSDARG00000104073";"";1,32673679820686;"24 x 23";"8 NA";""
"ENSDARG00000104562";"";-1,0136651734927;"24 x 23";"11 NA";""
"ENSDARG00000104577";"";-0,713101760027525;"24 x 23";"8 NA";""
"ENSDARG00000105051";"";-1,62364946174935;"24 x 23";"4 NA";"5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"ENSDARG00000010376";"slc5a3a";-0,487381267602281;"25 x 23";"1 NA";"solute carrier family 5 (sodium/myo-inositol cotransporter), member 3a [Source:ZFIN;Acc:ZDB-GENE-090312-3]"
