"gene set";"p-value";"fdr"
"gastrulation";"0.633986928104575      .";"1      ."
"heart morphogenesis";"0.633986928104575      .";"1      ."
"homophilic cell adhesion via plasma membrane adhesion molecules";"0.633986928104575      .";"1      ."
"inactivation of MAPK activity";"0.633986928104575      .";"1      ."
"innate immune response";"0.633986928104575      .";"1      ."
"inner ear morphogenesis";"0.633986928104575      .";"1      ."
"integral component of mitochondrial outer membrane";"0.633986928104575      .";"1      ."
"intracellular";"0.633986928104575      .";"1      ."
"ion channel binding";"0.633986928104575      .";"1      ."
"lipid phosphatase activity";"0.633986928104575      .";"1      ."
"lymph vessel development";"0.633986928104575      .";"1      ."
"mesoderm formation";"0.633986928104575      .";"1      ."
"metallopeptidase activity";"0.633986928104575      .";"1      ."
"microtubule motor activity";"0.633986928104575      .";"1      ."
"midbrain development";"0.633986928104575      .";"1      ."
"mitochondrial inner membrane";"0.633986928104575      .";"1      ."
"modulation of synaptic transmission";"0.633986928104575      .";"1      ."
"N-glycan processing";"0.633986928104575      .";"1      ."
"negative regulation of transcription from RNA polymerase II promoter";"0.633986928104575      .";"1      ."
"neuron differentiation";"0.633986928104575      .";"1      ."
"neuropilin binding";"0.633986928104575      .";"1      ."
"non-canonical Wnt signaling pathway";"0.633986928104575      .";"1      ."
"nuclease activity";"0.633986928104575      .";"1      ."
"nucleotide phosphorylation";"0.633986928104575      .";"1      ."
"optic nerve development";"0.633986928104575      .";"1      ."
"p53 binding";"0.633986928104575      .";"1      ."
"phosphatase activity";"0.633986928104575      .";"1      ."
"phosphatidylinositol phospholipase C activity";"0.633986928104575      .";"1      ."
"phosphatidylinositol phosphorylation";"0.633986928104575      .";"1      ."
"phospholipid dephosphorylation";"0.633986928104575      .";"1      ."
"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway";"0.633986928104575      .";"1      ."
"positive regulation of pathway-restricted SMAD protein phosphorylation";"0.633986928104575      .";"1      ."
"positive regulation of Rho protein signal transduction";"0.633986928104575      .";"1      ."
"potassium ion transport";"0.633986928104575      .";"1      ."
"pronephric glomerulus morphogenesis";"0.633986928104575      .";"1      ."
"pronephros development";"0.633986928104575      .";"1      ."
"protein complex assembly";"0.633986928104575      .";"1      ."
"protein deubiquitination";"0.633986928104575      .";"1      ."
"protein K48-linked deubiquitination";"0.633986928104575      .";"1      ."
"protein phosphatase type 2A complex";"0.633986928104575      .";"1      ."
"regulation of anion transmembrane transport";"0.633986928104575      .";"1      ."
"regulation of Notch signaling pathway";"0.633986928104575      .";"1      ."
"regulation of RNA splicing";"0.633986928104575      .";"1      ."
"regulation of transcription, DNA-templated";"0.633986928104575      .";"1      ."
"retinoic acid receptor signaling pathway";"0.633986928104575      .";"1      ."
"Rho GTPase binding";"0.633986928104575      .";"1      ."
"ribosomal large subunit biogenesis";"0.633986928104575      .";"1      ."
"sequence-specific DNA binding";"0.633986928104575      .";"1      ."
"sodium ion transport";"0.633986928104575      .";"1      ."
"spindle organization";"0.633986928104575      .";"1      ."
"spliceosomal complex";"0.633986928104575      .";"1      ."
"spliceosomal snRNP assembly";"0.633986928104575      .";"1      ."
"striated muscle cell development";"0.633986928104575      .";"1      ."
"TBP-class protein binding";"0.633986928104575      .";"1      ."
"thymus development";"0.633986928104575      .";"1      ."
"transcription corepressor activity";"0.633986928104575      .";"1      ."
"transcription, DNA-templated";"0.633986928104575      .";"1      ."
"transcriptional repressor complex";"0.633986928104575      .";"1      ."
"transforming growth factor beta receptor binding";"0.633986928104575      .";"1      ."
"transition metal ion binding";"0.633986928104575      .";"1      ."
"U4/U6 x U5 tri-snRNP complex";"0.633986928104575      .";"1      ."
"U5 snRNP";"0.633986928104575      .";"1      ."
"ubiquitin-dependent ERAD pathway";"0.633986928104575      .";"1      ."
"vacuolar membrane";"0.633986928104575      .";"1      ."
"voltage-gated sodium channel activity";"0.633986928104575      .";"1      ."
"voltage-gated sodium channel complex";"0.633986928104575      .";"1      ."
"Wnt-activated receptor activity";"0.633986928104575      .";"1      ."
"zinc ion transmembrane transporter activity";"0.633986928104575      .";"1      ."
"1-phosphatidylinositol-3-kinase activity";"0.679738562091503      .";"1      ."
"aminoacyl-tRNA editing activity";"0.679738562091503      .";"1      ."
"anterior/posterior pattern specification";"0.679738562091503      .";"1      ."
"ATP binding";"0.679738562091503      .";"1      ."
"blood vessel morphogenesis";"0.679738562091503      .";"1      ."
"BMP signaling pathway";"0.679738562091503      .";"1      ."
"calcium-activated potassium channel activity";"0.679738562091503      .";"1      ."
"calcium channel activity";"0.679738562091503      .";"1      ."
"calmodulin binding";"0.679738562091503      .";"1      ."
"camera-type eye development";"0.679738562091503      .";"1      ."
"canonical Wnt signaling pathway";"0.679738562091503      .";"1      ."
"cell development";"0.679738562091503      .";"1      ."
"chromosome, telomeric region";"0.679738562091503      .";"1      ."
"clathrin-coated vesicle";"0.679738562091503      .";"1      ."
"commitment complex";"0.679738562091503      .";"1      ."
"cullin family protein binding";"0.679738562091503      .";"1      ."
"cyclin-dependent protein serine/threonine kinase activity";"0.679738562091503      .";"1      ."
"cytoplasmic vesicle";"0.679738562091503      .";"1      ."
"cytoplasmic vesicle membrane";"0.679738562091503      .";"1      ."
"DNA-directed 5'-3' RNA polymerase activity";"0.679738562091503      .";"1      ."
"DNA-directed RNA polymerase I complex";"0.679738562091503      .";"1      ."
"dynein light chain binding";"0.679738562091503      .";"1      ."
"ER to Golgi vesicle-mediated transport";"0.679738562091503      .";"1      ."
"exocytosis";"0.679738562091503      .";"1      ."
"growth factor activity";"0.679738562091503      .";"1      ."
"GTPase activator activity";"0.679738562091503      .";"1      ."
"hydrolase activity, acting on glycosyl bonds";"0.679738562091503      .";"1      ."
"intra-Golgi vesicle-mediated transport";"0.679738562091503      .";"1      ."
"intraciliary transport";"0.679738562091503      .";"1      ."
"kidney development";"0.679738562091503      .";"1      ."
"ligand-dependent nuclear receptor transcription coactivator activity";"0.679738562091503      .";"1      ."
"MAP kinase tyrosine/serine/threonine phosphatase activity";"0.679738562091503      .";"1      ."
"mediator complex";"0.679738562091503      .";"1      ."
"metal ion binding";"0.679738562091503      .";"1      ."
"metal ion transmembrane transporter activity";"0.679738562091503      .";"1      ."
"microtubule-based movement";"0.679738562091503      .";"1      ."
"midbrain-hindbrain boundary development";"0.679738562091503      .";"1      ."
"mitochondrial electron transport, cytochrome c to oxygen";"0.679738562091503      .";"1      ."
"mitotic sister chromatid cohesion";"0.679738562091503      .";"1      ."
"negative chemotaxis";"0.679738562091503      .";"1      ."
"negative regulation of adenylate cyclase activity";"0.679738562091503      .";"1      ."
"negative regulation of cell migration";"0.679738562091503      .";"1      ."
"neural crest formation";"0.679738562091503      .";"1      ."
"nuclear-transcribed mRNA catabolic process";"0.679738562091503      .";"1      ."
"nucleolus";"0.679738562091503      .";"1      ."
"peptide binding";"0.679738562091503      .";"1      ."
"perinuclear region of cytoplasm";"0.679738562091503      .";"1      ."
"phospholipase C-activating dopamine receptor signaling pathway";"0.679738562091503      .";"1      ."
"positive regulation of catalytic activity";"0.679738562091503      .";"1      ."
"regulation of inflammatory response";"0.679738562091503      .";"1      ."
"regulation of MAPK cascade";"0.679738562091503      .";"1      ."
"regulation of mitotic cell cycle";"0.679738562091503      .";"1      ."
"retina morphogenesis in camera-type eye";"0.679738562091503      .";"1      ."
"RNA polymerase I activity";"0.679738562091503      .";"1      ."
"signal transducer, downstream of receptor, with serine/threonine kinase activity";"0.679738562091503      .";"1      ."
"spindle";"0.679738562091503      .";"1      ."
"superoxide metabolic process";"0.679738562091503      .";"1      ."
"tissue regeneration";"0.679738562091503      .";"1      ."
"tRNA modification";"0.679738562091503      .";"1      ."
"ubiquitin-dependent protein catabolic process";"0.679738562091503      .";"1      ."
"unfolded protein binding";"0.679738562091503      .";"1      ."
"vascular endothelial growth factor receptor signaling pathway";"0.679738562091503      .";"1      ."
"Wnt signaling pathway";"0.679738562091503      .";"1      ."
"acetylgalactosaminyltransferase activity";"0.725490196078431      .";"1      ."
"acrosin binding";"0.725490196078431      .";"1      ."
"actin cytoskeleton organization";"0.725490196078431      .";"1      ."
"adenohypophysis development";"0.725490196078431      .";"1      ."
"aerobic respiration";"0.725490196078431      .";"1      ."
"aminoacyl-tRNA ligase activity";"0.725490196078431      .";"1      ."
"ammonium transmembrane transporter activity";"0.725490196078431      .";"1      ."
"angiogenesis";"0.725490196078431      .";"1      ."
"binding of sperm to zona pellucida";"0.725490196078431      .";"1      ."
"brain morphogenesis";"0.725490196078431      .";"1      ."
"cation binding";"0.725490196078431      .";"1      ."
"cell chemotaxis";"0.725490196078431      .";"1      ."
"cell fate commitment";"0.725490196078431      .";"1      ."
"cell fate specification";"0.725490196078431      .";"1      ."
"cell projection";"0.725490196078431      .";"1      ."
"cell proliferation";"0.725490196078431      .";"1      ."
"cell recognition";"0.725490196078431      .";"1      ."
"cell surface";"0.725490196078431      .";"1      ."
"chaperone binding";"0.725490196078431      .";"1      ."
"cysteine-type endopeptidase activity involved in execution phase of apoptosis";"0.725490196078431      .";"1      ."
"detection of chemical stimulus involved in sensory perception";"0.725490196078431      .";"1      ."
"developmental growth";"0.725490196078431      .";"1      ."
"DNA-dependent DNA replication";"0.725490196078431      .";"1      ."
"DNA helicase activity";"0.725490196078431      .";"1      ."
"dorsal/ventral pattern formation";"0.725490196078431      .";"1      ."
"dynein heavy chain binding";"0.725490196078431      .";"1      ."
"dynein intermediate chain binding";"0.725490196078431      .";"1      ."
"egg coat formation";"0.725490196078431      .";"1      ."
"embryonic heart tube morphogenesis";"0.725490196078431      .";"1      ."
"endocrine pancreas development";"0.725490196078431      .";"1      ."
"endothelial cell proliferation";"0.725490196078431      .";"1      ."
"ephrin receptor binding";"0.725490196078431      .";"1      ."
"eye photoreceptor cell development";"0.725490196078431      .";"1      ."
"Golgi cisterna membrane";"0.725490196078431      .";"1      ."
"GPI anchor biosynthetic process";"0.725490196078431      .";"1      ."
"GTP-Rho binding";"0.725490196078431      .";"1      ."
"hemoglobin biosynthetic process";"0.725490196078431      .";"1      ."
"hindbrain development";"0.725490196078431      .";"1      ."
"insulin receptor binding";"0.725490196078431      .";"1      ."
"intracellular signal transduction";"0.725490196078431      .";"1      ."
"lens development in camera-type eye";"0.725490196078431      .";"1      ."
"ligase activity";"0.725490196078431      .";"1      ."
"MAP kinase kinase kinase kinase activity";"0.725490196078431      .";"1      ."
"multicellular organism development";"0.725490196078431      .";"1      ."
"neuronal cell body";"0.725490196078431      .";"1      ."
"neuropeptide signaling pathway";"0.725490196078431      .";"1      ."
"nucleobase-containing compound metabolic process";"0.725490196078431      .";"1      ."
"nucleotidyltransferase activity";"0.725490196078431      .";"1      ."
"peripheral nervous system neuron axonogenesis";"0.725490196078431      .";"1      ."
"phosphatidylinositol metabolic process";"0.725490196078431      .";"1      ."
"phospholipid biosynthetic process";"0.725490196078431      .";"1      ."
"phosphoprotein phosphatase activity";"0.725490196078431      .";"1      ."
"phosphorylation";"0.725490196078431      .";"1      ."
"positive regulation of acrosome reaction";"0.725490196078431      .";"1      ."
"positive regulation of cell proliferation";"0.725490196078431      .";"1      ."
"positive regulation of GTPase activity";"0.725490196078431      .";"1      ."
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process";"0.725490196078431      .";"1      ."
"posterior lateral line neuromast primordium migration";"0.725490196078431      .";"1      ."
"primitive hemopoiesis";"0.725490196078431      .";"1      ."
"protein homodimerization activity";"0.725490196078431      .";"1      ."
"regulation of autophagy";"0.725490196078431      .";"1      ."
"regulation of gene expression";"0.725490196078431      .";"1      ."
"regulation of translational fidelity";"0.725490196078431      .";"1      ."
"response to drug";"0.725490196078431      .";"1      ."
"Rho protein signal transduction";"0.725490196078431      .";"1      ."
"RNA methyltransferase activity";"0.725490196078431      .";"1      ."
"RNA splicing";"0.725490196078431      .";"1      ."
"signal transducer activity, downstream of receptor";"0.725490196078431      .";"1      ."
"small ribosomal subunit";"0.725490196078431      .";"1      ."
"smooth muscle contraction";"0.725490196078431      .";"1      ."
"synaptic vesicle";"0.725490196078431      .";"1      ."
"tachykinin receptor signaling pathway";"0.725490196078431      .";"1      ."
"thrombin-activated receptor activity";"0.725490196078431      .";"1      ."
"thrombin-activated receptor signaling pathway";"0.725490196078431      .";"1      ."
"trace-amine receptor activity";"0.725490196078431      .";"1      ."
"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding";"0.725490196078431      .";"1      ."
"transcription factor activity, sequence-specific DNA binding";"0.725490196078431      .";"1      ."
"transcription initiation from RNA polymerase II promoter";"0.725490196078431      .";"1      ."
"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding";"0.725490196078431      .";"1      ."
"transmembrane receptor protein serine/threonine kinase signaling pathway";"0.725490196078431      .";"1      ."
"tRNA aminoacylation for protein translation";"0.725490196078431      .";"1      ."
"tumor necrosis factor-activated receptor activity";"0.725490196078431      .";"1      ."
"Wnt-protein binding";"0.725490196078431      .";"1      ."
"acetylcholine-gated cation-selective channel activity";"0.764705882352941      .";"1      ."
"acetylcholine binding";"0.764705882352941      .";"1      ."
"actomyosin structure organization";"0.764705882352941      .";"1      ."
"adaptive immune response";"0.764705882352941      .";"1      ."
"anatomical structure morphogenesis";"0.764705882352941      .";"1      ."
"ATP-dependent chromatin remodeling";"0.764705882352941      .";"1      ."
"axonal fasciculation";"0.764705882352941      .";"1      ."
"blood vessel development";"0.764705882352941      .";"1      ."
"calcium ion import";"0.764705882352941      .";"1      ."
"cell division";"0.764705882352941      .";"1      ."
"cellular component organization";"0.764705882352941      .";"1      ."
"chromatin";"0.764705882352941      .";"1      ."
"convergent extension";"0.764705882352941      .";"1      ."
"cytoskeleton";"0.764705882352941      .";"1      ."
"dopamine receptor signaling pathway";"0.764705882352941      .";"1      ."
"dynein light intermediate chain binding";"0.764705882352941      .";"1      ."
"embryonic neurocranium morphogenesis";"0.764705882352941      .";"1      ."
"embryonic pectoral fin morphogenesis";"0.764705882352941      .";"1      ."
"endoderm development";"0.764705882352941      .";"1      ."
"exocrine pancreas development";"0.764705882352941      .";"1      ."
"exonuclease activity";"0.764705882352941      .";"1      ."
"external side of plasma membrane";"0.764705882352941      .";"1      ."
"feeding behavior";"0.764705882352941      .";"1      ."
"G-protein coupled purinergic nucleotide receptor activity";"0.764705882352941      .";"1      ."
"G-protein coupled purinergic nucleotide receptor signaling pathway";"0.764705882352941      .";"1      ."
"helicase activity";"0.764705882352941      .";"1      ."
"kinase activity";"0.764705882352941      .";"1      ."
"lymphangiogenesis";"0.764705882352941      .";"1      ."
"mitochondrial fission";"0.764705882352941      .";"1      ."
"mitochondrial respiratory chain complex IV";"0.764705882352941      .";"1      ."
"mitotic spindle";"0.764705882352941      .";"1      ."
"mitotic spindle assembly checkpoint";"0.764705882352941      .";"1      ."
"mRNA processing";"0.764705882352941      .";"1      ."
"negative regulation of neurogenesis";"0.764705882352941      .";"1      ."
"negative regulation of transforming growth factor beta receptor signaling pathway";"0.764705882352941      .";"1      ."
"neural crest cell migration";"0.764705882352941      .";"1      ."
"neurogenesis";"0.764705882352941      .";"1      ."
"pancreas regeneration";"0.764705882352941      .";"1      ."
"peripheral nervous system development";"0.764705882352941      .";"1      ."
"pharyngeal system development";"0.764705882352941      .";"1      ."
"phospholipase C-activating G-protein coupled receptor signaling pathway";"0.764705882352941      .";"1      ."
"positive regulation of NF-kappaB transcription factor activity";"0.764705882352941      .";"1      ."
"positive regulation of signal transduction";"0.764705882352941      .";"1      ."
"post-anal tail morphogenesis";"0.764705882352941      .";"1      ."
"protein glycosylation";"0.764705882352941      .";"1      ."
"regulation of alternative mRNA splicing, via spliceosome";"0.764705882352941      .";"1      ."
"regulation of angiogenesis";"0.764705882352941      .";"1      ."
"regulation of GTPase activity";"0.764705882352941      .";"1      ."
"regulation of neuron apoptotic process";"0.764705882352941      .";"1      ."
"regulation of signal transduction";"0.764705882352941      .";"1      ."
"retina layer formation";"0.764705882352941      .";"1      ."
"retinal ganglion cell axon guidance";"0.764705882352941      .";"1      ."
"ribosome";"0.764705882352941      .";"1      ."
"RNA export from nucleus";"0.764705882352941      .";"1      ."
"RNA polymerase II regulatory region sequence-specific DNA binding";"0.764705882352941      .";"1      ."
"RNA polymerase II transcription factor activity, sequence-specific DNA binding";"0.764705882352941      .";"1      ."
"S-adenosylmethionine-dependent methyltransferase activity";"0.764705882352941      .";"1      ."
"SH3/SH2 adaptor activity";"0.764705882352941      .";"1      ."
"spinal cord motor neuron differentiation";"0.764705882352941      .";"1      ."
"structural constituent of ribosome";"0.764705882352941      .";"1      ."
"thiol-dependent ubiquitinyl hydrolase activity";"0.764705882352941      .";"1      ."
"transcription from RNA polymerase III promoter";"0.764705882352941      .";"1      ."
"transforming growth factor beta receptor signaling pathway";"0.764705882352941      .";"1      ."
"translation initiation factor activity";"0.764705882352941      .";"1      ."
"translational elongation";"0.764705882352941      .";"1      ."
"translational initiation";"0.764705882352941      .";"1      ."
"ventral spinal cord interneuron differentiation";"0.764705882352941      .";"1      ."
"actin monomer binding";"0.803921568627451      .";"1      ."
"animal organ morphogenesis";"0.803921568627451      .";"1      ."
"cell migration involved in gastrulation";"0.803921568627451      .";"1      ."
"condensed chromosome kinetochore";"0.803921568627451      .";"1      ."
"cytoplasmic dynein complex";"0.803921568627451      .";"1      ."
"cytoplasmic translation";"0.803921568627451      .";"1      ."
"DNA binding";"0.803921568627451      .";"1      ."
"double-stranded RNA binding";"0.803921568627451      .";"1      ."
"ephrin receptor activity";"0.803921568627451      .";"1      ."
"ephrin receptor signaling pathway";"0.803921568627451      .";"1      ."
"G1/S transition of mitotic cell cycle";"0.803921568627451      .";"1      ."
"gene silencing by RNA";"0.803921568627451      .";"1      ."
"glomerular visceral epithelial cell development";"0.803921568627451      .";"1      ."
"head development";"0.803921568627451      .";"1      ."
"heart looping";"0.803921568627451      .";"1      ."
"histone binding";"0.803921568627451      .";"1      ."
"histone lysine methylation";"0.803921568627451      .";"1      ."
"intracellular ribonucleoprotein complex";"0.803921568627451      .";"1      ."
"meiotic cell cycle";"0.803921568627451      .";"1      ."
"metal ion transport";"0.803921568627451      .";"1      ."
"motor neuron axon guidance";"0.803921568627451      .";"1      ."
"negative regulation of Wnt signaling pathway";"0.803921568627451      .";"1      ."
"nucleosomal DNA binding";"0.803921568627451      .";"1      ."
"nucleosome assembly";"0.803921568627451      .";"1      ."
"pancreas development";"0.803921568627451      .";"1      ."
"peptidyl-tyrosine phosphorylation";"0.803921568627451      .";"1      ."
"phosphatidylinositol-mediated signaling";"0.803921568627451      .";"1      ."
"phosphatidylinositol phosphate kinase activity";"0.803921568627451      .";"1      ."
"positive regulation of angiogenesis";"0.803921568627451      .";"1      ."
"positive regulation of apoptotic process";"0.803921568627451      .";"1      ."
"postsynaptic density";"0.803921568627451      .";"1      ."
"proteasome-mediated ubiquitin-dependent protein catabolic process";"0.803921568627451      .";"1      ."
"protein binding";"0.803921568627451      .";"1      ."
"protein complex scaffold";"0.803921568627451      .";"1      ."
"protein homooligomerization";"0.803921568627451      .";"1      ."
"protein K63-linked deubiquitination";"0.803921568627451      .";"1      ."
"protein transporter activity";"0.803921568627451      .";"1      ."
"protein tyrosine kinase activity";"0.803921568627451      .";"1      ."
"Ran GTPase binding";"0.803921568627451      .";"1      ."
"regulation of postsynaptic membrane potential";"0.803921568627451      .";"1      ."
"regulation of translation";"0.803921568627451      .";"1      ."
"sodium channel regulator activity";"0.803921568627451      .";"1      ."
"sprouting angiogenesis";"0.803921568627451      .";"1      ."
"synaptic transmission, cholinergic";"0.803921568627451      .";"1      ."
"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding";"0.803921568627451      .";"1      ."
"transferase activity";"0.803921568627451      .";"1      ."
"translation";"0.803921568627451      .";"1      ."
"tRNA methylation";"0.803921568627451      .";"1      ."
"U2 snRNP";"0.803921568627451      .";"1      ."
"ventricular system development";"0.803921568627451      .";"1      ."
"ammonium transmembrane transport";"0.836601307189543      .";"1      ."
"base-excision repair";"0.836601307189543      .";"1      ."
"carboxy-lyase activity";"0.836601307189543      .";"1      ."
"cell adhesion molecule binding";"0.836601307189543      .";"1      ."
"chondrocyte differentiation";"0.836601307189543      .";"1      ."
"ciliary basal body";"0.836601307189543      .";"1      ."
"DNA integration";"0.836601307189543      .";"1      ."
"establishment or maintenance of epithelial cell apical/basal polarity";"0.836601307189543      .";"1      ."
"exocyst";"0.836601307189543      .";"1      ."
"floor plate formation";"0.836601307189543      .";"1      ."
"Golgi apparatus";"0.836601307189543      .";"1      ."
"heart jogging";"0.836601307189543      .";"1      ."
"kinetochore";"0.836601307189543      .";"1      ."
"lysosome organization";"0.836601307189543      .";"1      ."
"mesoderm development";"0.836601307189543      .";"1      ."
"mitochondrial small ribosomal subunit";"0.836601307189543      .";"1      ."
"myoblast fusion";"0.836601307189543      .";"1      ."
"neural retina development";"0.836601307189543      .";"1      ."
"neuromuscular junction development";"0.836601307189543      .";"1      ."
"nucleocytoplasmic transporter activity";"0.836601307189543      .";"1      ."
"nucleus";"0.836601307189543      .";"1      ."
"otic vesicle development";"0.836601307189543      .";"1      ."
"otolith development";"0.836601307189543      .";"1      ."
"P granule";"0.836601307189543      .";"1      ."
"phospholipid transport";"0.836601307189543      .";"1      ."
"positive regulation of BMP signaling pathway";"0.836601307189543      .";"1      ."
"positive regulation of cell migration";"0.836601307189543      .";"1      ."
"positive regulation of Wnt signaling pathway";"0.836601307189543      .";"1      ."
"protein import into nucleus";"0.836601307189543      .";"1      ."
"receptor clustering";"0.836601307189543      .";"1      ."
"regulation of canonical Wnt signaling pathway";"0.836601307189543      .";"1      ."
"regulation of cell shape";"0.836601307189543      .";"1      ."
"regulatory region DNA binding";"0.836601307189543      .";"1      ."
"rRNA binding";"0.836601307189543      .";"1      ."
"semicircular canal morphogenesis";"0.836601307189543      .";"1      ."
"sialylation";"0.836601307189543      .";"1      ."
"sialyltransferase activity";"0.836601307189543      .";"1      ."
"smoothened signaling pathway";"0.836601307189543      .";"1      ."
"spindle pole";"0.836601307189543      .";"1      ."
"spliceosomal complex assembly";"0.836601307189543      .";"1      ."
"sterol biosynthetic process";"0.836601307189543      .";"1      ."
"transcription from RNA polymerase II promoter";"0.836601307189543      .";"1      ."
"transcription regulatory region sequence-specific DNA binding";"0.836601307189543      .";"1      ."
"transmembrane receptor protein tyrosine kinase signaling pathway";"0.836601307189543      .";"1      ."
"transmembrane signaling receptor activity";"0.836601307189543      .";"1      ."
"ubiquitin conjugating enzyme binding";"0.836601307189543      .";"1      ."
"acetylcholine-gated channel complex";"0.869281045751634      .";"1      ."
"adherens junction";"0.869281045751634      .";"1      ."
"bicellular tight junction assembly";"0.869281045751634      .";"1      ."
"centriole";"0.869281045751634      .";"1      ."
"cyclin-dependent protein kinase holoenzyme complex";"0.869281045751634      .";"1      ."
"cytosolic small ribosomal subunit";"0.869281045751634      .";"1      ."
"dopamine neurotransmitter receptor activity";"0.869281045751634      .";"1      ."
"dynein complex";"0.869281045751634      .";"1      ."
"erythrocyte development";"0.869281045751634      .";"1      ."
"execution phase of apoptosis";"0.869281045751634      .";"1      ."
"generation of neurons";"0.869281045751634      .";"1      ."
"Golgi membrane";"0.869281045751634      .";"1      ."
"guanyl-nucleotide exchange factor activity";"0.869281045751634      .";"1      ."
"hemoglobin complex";"0.869281045751634      .";"1      ."
"high voltage-gated calcium channel activity";"0.869281045751634      .";"1      ."
"hippo signaling";"0.869281045751634      .";"1      ."
"intrinsic apoptotic signaling pathway by p53 class mediator";"0.869281045751634      .";"1      ."
"metalloendopeptidase activity";"0.869281045751634      .";"1      ."
"microtubule associated complex";"0.869281045751634      .";"1      ."
"mRNA splicing, via spliceosome";"0.869281045751634      .";"1      ."
"negative regulation of BMP signaling pathway";"0.869281045751634      .";"1      ."
"neutrophil differentiation";"0.869281045751634      .";"1      ."
"nucleic acid binding";"0.869281045751634      .";"1      ."
"nucleotide-excision repair";"0.869281045751634      .";"1      ."
"oligodendrocyte development";"0.869281045751634      .";"1      ."
"oxygen binding";"0.869281045751634      .";"1      ."
"oxygen transport";"0.869281045751634      .";"1      ."
"oxygen transporter activity";"0.869281045751634      .";"1      ."
"peptide catabolic process";"0.869281045751634      .";"1      ."
"phosphatidate phosphatase activity";"0.869281045751634      .";"1      ."
"positive regulation of transcription from RNA polymerase II promoter";"0.869281045751634      .";"1      ."
"positive regulation of transcription, DNA-templated";"0.869281045751634      .";"1      ."
"protein autophosphorylation";"0.869281045751634      .";"1      ."
"protein kinase activity";"0.869281045751634      .";"1      ."
"protein polyubiquitination";"0.869281045751634      .";"1      ."
"Rac GTPase binding";"0.869281045751634      .";"1      ."
"regulation of ion transmembrane transport";"0.869281045751634      .";"1      ."
"regulation of protein kinase activity";"0.869281045751634      .";"1      ."
"response to nicotine";"0.869281045751634      .";"1      ."
"RNA polymerase II transcription factor binding";"0.869281045751634      .";"1      ."
"spermatogenesis";"0.869281045751634      .";"1      ."
"store-operated calcium channel activity";"0.869281045751634      .";"1      ."
"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding";"0.869281045751634      .";"1      ."
"transmembrane receptor protein serine/threonine kinase activity";"0.869281045751634      .";"1      ."
"U1 snRNP";"0.869281045751634      .";"1      ."
"voltage-gated chloride channel activity";"0.869281045751634      .";"1      ."
"voltage-gated ion channel activity";"0.869281045751634      .";"1      ."
"zinc ion binding";"0.869281045751634      .";"1      ."
"activation of MAPKK activity";"0.895424836601307      .";"1      ."
"artery morphogenesis";"0.895424836601307      .";"1      ."
"cardiac muscle cell differentiation";"0.895424836601307      .";"1      ."
"cell growth";"0.895424836601307      .";"1      ."
"definitive hemopoiesis";"0.895424836601307      .";"1      ."
"embryonic hemopoiesis";"0.895424836601307      .";"1      ."
"germ cell migration";"0.895424836601307      .";"1      ."
"intraciliary transport particle B";"0.895424836601307      .";"1      ."
"membrane depolarization during action potential";"0.895424836601307      .";"1      ."
"microtubule organizing center";"0.895424836601307      .";"1      ."
"muscle cell development";"0.895424836601307      .";"1      ."
"negative regulation of canonical Wnt signaling pathway";"0.895424836601307      .";"1      ."
"negative regulation of cell differentiation";"0.895424836601307      .";"1      ."
"negative regulation of Notch signaling pathway";"0.895424836601307      .";"1      ."
"nuclear chromatin";"0.895424836601307      .";"1      ."
"nucleophagy";"0.895424836601307      .";"1      ."
"ossification";"0.895424836601307      .";"1      ."
"P-body";"0.895424836601307      .";"1      ."
"positive regulation of canonical Wnt signaling pathway";"0.895424836601307      .";"1      ."
"primitive erythrocyte differentiation";"0.895424836601307      .";"1      ."
"protein dephosphorylation";"0.895424836601307      .";"1      ."
"regulation of transcription from RNA polymerase II promoter";"0.895424836601307      .";"1      ."
"RNA processing";"0.895424836601307      .";"1      ."
"spindle assembly";"0.895424836601307      .";"1      ."
"transcription cofactor activity";"0.895424836601307      .";"1      ."
"transcription factor complex";"0.895424836601307      .";"1      ."
"AMPA glutamate receptor complex";"0.92156862745098      .";"1      ."
"beta-catenin binding";"0.92156862745098      .";"1      ."
"cellular protein modification process";"0.92156862745098      .";"1      ."
"chloride channel complex";"0.92156862745098      .";"1      ."
"chromosome";"0.92156862745098      .";"1      ."
"cytoplasmic microtubule organization";"0.92156862745098      .";"1      ."
"dephosphorylation";"0.92156862745098      .";"1      ."
"determination of ventral identity";"0.92156862745098      .";"1      ."
"developmental process";"0.92156862745098      .";"1      ."
"DNA damage checkpoint";"0.92156862745098      .";"1      ."
"embryonic pattern specification";"0.92156862745098      .";"1      ."
"enteric nervous system development";"0.92156862745098      .";"1      ."
"erythrocyte maturation";"0.92156862745098      .";"1      ."
"establishment of cell polarity";"0.92156862745098      .";"1      ."
"exocyst localization";"0.92156862745098      .";"1      ."
"heme biosynthetic process";"0.92156862745098      .";"1      ."
