"gene set";"p-value";"fdr"
"neuron differentiation";"0.679738562091503      .";"1      ."
"nuclear-transcribed mRNA catabolic process";"0.679738562091503      .";"1      ."
"nuclear chromosome, telomeric region";"0.679738562091503      .";"1      ."
"nucleocytoplasmic transporter activity";"0.679738562091503      .";"1      ."
"nucleoplasm";"0.679738562091503      .";"1      ."
"nucleotidyltransferase activity";"0.679738562091503      .";"1      ."
"organic anion transport";"0.679738562091503      .";"1      ."
"peptide catabolic process";"0.679738562091503      .";"1      ."
"peptidyl-proline hydroxylation";"0.679738562091503      .";"1      ."
"peripheral nervous system neuron axonogenesis";"0.679738562091503      .";"1      ."
"peroxisomal membrane";"0.679738562091503      .";"1      ."
"phosphatidylinositol 3-kinase binding";"0.679738562091503      .";"1      ."
"phosphatidylinositol phospholipase C activity";"0.679738562091503      .";"1      ."
"photoreceptor cell maintenance";"0.679738562091503      .";"1      ."
"positive regulation of acrosome reaction";"0.679738562091503      .";"1      ."
"protein complex scaffold";"0.679738562091503      .";"1      ."
"protein folding";"0.679738562091503      .";"1      ."
"protein N-linked glycosylation";"0.679738562091503      .";"1      ."
"protein phosphatase inhibitor activity";"0.679738562091503      .";"1      ."
"Ras protein signal transduction";"0.679738562091503      .";"1      ."
"regulation of cytosolic calcium ion concentration";"0.679738562091503      .";"1      ."
"ribosome binding";"0.679738562091503      .";"1      ."
"RNA polymerase II transcription cofactor activity";"0.679738562091503      .";"1      ."
"signal transducer activity";"0.679738562091503      .";"1      ."
"spermatid development";"0.679738562091503      .";"1      ."
"spliceosomal complex";"0.679738562091503      .";"1      ."
"steroid binding";"0.679738562091503      .";"1      ."
"structural constituent of nuclear pore";"0.679738562091503      .";"1      ."
"TBP-class protein binding";"0.679738562091503      .";"1      ."
"transcription coactivator activity";"0.679738562091503      .";"1      ."
"tRNA modification";"0.679738562091503      .";"1      ."
"vacuolar membrane";"0.679738562091503      .";"1      ."
"voltage-gated calcium channel complex";"0.679738562091503      .";"1      ."
"actomyosin structure organization";"0.725490196078431      .";"1      ."
"artery morphogenesis";"0.725490196078431      .";"1      ."
"calcium-transporting ATPase activity";"0.725490196078431      .";"1      ."
"calcium ion transmembrane transport";"0.725490196078431      .";"1      ."
"carboxy-lyase activity";"0.725490196078431      .";"1      ."
"cardiac muscle contraction";"0.725490196078431      .";"1      ."
"cardiac muscle tissue development";"0.725490196078431      .";"1      ."
"catalytic step 2 spliceosome";"0.725490196078431      .";"1      ."
"circadian regulation of gene expression";"0.725490196078431      .";"1      ."
"collagen binding";"0.725490196078431      .";"1      ."
"collagen trimer";"0.725490196078431      .";"1      ."
"convergent extension involved in axis elongation";"0.725490196078431      .";"1      ."
"determination of dorsal identity";"0.725490196078431      .";"1      ."
"embryonic organ development";"0.725490196078431      .";"1      ."
"endoplasmic reticulum unfolded protein response";"0.725490196078431      .";"1      ."
"extracellular ligand-gated ion channel activity";"0.725490196078431      .";"1      ."
"FK506 binding";"0.725490196078431      .";"1      ."
"heparan sulfate proteoglycan binding";"0.725490196078431      .";"1      ."
"histone deacetylase complex";"0.725490196078431      .";"1      ."
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides";"0.725490196078431      .";"1      ."
"identical protein binding";"0.725490196078431      .";"1      ."
"inactivation of MAPK activity";"0.725490196078431      .";"1      ."
"integrin complex";"0.725490196078431      .";"1      ."
"intracellular signal transduction";"0.725490196078431      .";"1      ."
"intraciliary transport particle B";"0.725490196078431      .";"1      ."
"Kupffer's vesicle development";"0.725490196078431      .";"1      ."
"negative regulation of mitotic cell cycle";"0.725490196078431      .";"1      ."
"neuron projection";"0.725490196078431      .";"1      ."
"nuclease activity";"0.725490196078431      .";"1      ."
"otic placode formation";"0.725490196078431      .";"1      ."
"peptide binding";"0.725490196078431      .";"1      ."
"peptidyl-serine phosphorylation";"0.725490196078431      .";"1      ."
"phosphatase activity";"0.725490196078431      .";"1      ."
"phosphatidate phosphatase activity";"0.725490196078431      .";"1      ."
"phosphoric diester hydrolase activity";"0.725490196078431      .";"1      ."
"photoperiodism";"0.725490196078431      .";"1      ."
"plasma membrane organization";"0.725490196078431      .";"1      ."
"positive regulation of neurogenesis";"0.725490196078431      .";"1      ."
"positive regulation of neuron differentiation";"0.725490196078431      .";"1      ."
"positive regulation of sequence-specific DNA binding transcription factor activity";"0.725490196078431      .";"1      ."
"postsynapse";"0.725490196078431      .";"1      ."
"proteasome-mediated ubiquitin-dependent protein catabolic process";"0.725490196078431      .";"1      ."
"protein K63-linked deubiquitination";"0.725490196078431      .";"1      ."
"protein N-linked glycosylation via asparagine";"0.725490196078431      .";"1      ."
"protein phosphatase regulator activity";"0.725490196078431      .";"1      ."
"regulation of microtubule polymerization or depolymerization";"0.725490196078431      .";"1      ."
"regulation of transcription from RNA polymerase II promoter";"0.725490196078431      .";"1      ."
"regulation of Wnt signaling pathway";"0.725490196078431      .";"1      ."
"response to stress";"0.725490196078431      .";"1      ."
"RNA methyltransferase activity";"0.725490196078431      .";"1      ."
"RNA polymerase II transcriptional preinitiation complex assembly";"0.725490196078431      .";"1      ."
"rRNA processing";"0.725490196078431      .";"1      ."
"SCF ubiquitin ligase complex";"0.725490196078431      .";"1      ."
"skeletal system development";"0.725490196078431      .";"1      ."
"spectrin binding";"0.725490196078431      .";"1      ."
"spindle assembly";"0.725490196078431      .";"1      ."
"stabilization of membrane potential";"0.725490196078431      .";"1      ."
"thrombin-activated receptor activity";"0.725490196078431      .";"1      ."
"thrombin-activated receptor signaling pathway";"0.725490196078431      .";"1      ."
"thymus development";"0.725490196078431      .";"1      ."
"transferase activity, transferring acyl groups";"0.725490196078431      .";"1      ."
"adenohypophysis development";"0.764705882352941      .";"1      ."
"ATP-dependent microtubule motor activity, plus-end-directed";"0.764705882352941      .";"1      ."
"axon";"0.764705882352941      .";"1      ."
"axon regeneration";"0.764705882352941      .";"1      ."
"camera-type eye morphogenesis";"0.764705882352941      .";"1      ."
"cell growth";"0.764705882352941      .";"1      ."
"channel regulator activity";"0.764705882352941      .";"1      ."
"chemotaxis";"0.764705882352941      .";"1      ."
"chromosome segregation";"0.764705882352941      .";"1      ."
"chromosome, centromeric region";"0.764705882352941      .";"1      ."
"chromosome, telomeric region";"0.764705882352941      .";"1      ."
"commitment complex";"0.764705882352941      .";"1      ."
"DNA replication";"0.764705882352941      .";"1      ."
"endocrine pancreas development";"0.764705882352941      .";"1      ."
"endonuclease activity";"0.764705882352941      .";"1      ."
"epidermal growth factor receptor signaling pathway";"0.764705882352941      .";"1      ."
"fin development";"0.764705882352941      .";"1      ."
"G1/S transition of mitotic cell cycle";"0.764705882352941      .";"1      ."
"GTPase activator activity";"0.764705882352941      .";"1      ."
"hippo signaling";"0.764705882352941      .";"1      ."
"histone acetyltransferase complex";"0.764705882352941      .";"1      ."
"homophilic cell adhesion via plasma membrane adhesion molecules";"0.764705882352941      .";"1      ."
"intra-Golgi vesicle-mediated transport";"0.764705882352941      .";"1      ."
"kinase activity";"0.764705882352941      .";"1      ."
"mediator complex";"0.764705882352941      .";"1      ."
"midbrain-hindbrain boundary development";"0.764705882352941      .";"1      ."
"mitotic spindle";"0.764705882352941      .";"1      ."
"motor activity";"0.764705882352941      .";"1      ."
"negative regulation of adenylate cyclase activity";"0.764705882352941      .";"1      ."
"negative regulation of apoptotic process";"0.764705882352941      .";"1      ."
"negative regulation of transforming growth factor beta receptor signaling pathway";"0.764705882352941      .";"1      ."
"neural crest cell development";"0.764705882352941      .";"1      ."
"nucleus";"0.764705882352941      .";"1      ."
"otic vesicle development";"0.764705882352941      .";"1      ."
"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor";"0.764705882352941      .";"1      ."
"pancreas regeneration";"0.764705882352941      .";"1      ."
"pectoral fin development";"0.764705882352941      .";"1      ."
"potassium ion binding";"0.764705882352941      .";"1      ."
"potassium ion transmembrane transport";"0.764705882352941      .";"1      ."
"primitive hemopoiesis";"0.764705882352941      .";"1      ."
"protein-cysteine S-palmitoyltransferase activity";"0.764705882352941      .";"1      ."
"protein domain specific binding";"0.764705882352941      .";"1      ."
"protein glycosylation";"0.764705882352941      .";"1      ."
"regulation of AMPA receptor activity";"0.764705882352941      .";"1      ."
"regulation of heart contraction";"0.764705882352941      .";"1      ."
"Rho GTPase binding";"0.764705882352941      .";"1      ."
"RNA methylation";"0.764705882352941      .";"1      ."
"sarcomere organization";"0.764705882352941      .";"1      ."
"SH3/SH2 adaptor activity";"0.764705882352941      .";"1      ."
"sialylation";"0.764705882352941      .";"1      ."
"sialyltransferase activity";"0.764705882352941      .";"1      ."
"thigmotaxis";"0.764705882352941      .";"1      ."
"transcription factor activity, RNA polymerase II transcription factor recruiting";"0.764705882352941      .";"1      ."
"transcription from RNA polymerase III promoter";"0.764705882352941      .";"1      ."
"transcriptional repressor complex";"0.764705882352941      .";"1      ."
"acetylgalactosaminyltransferase activity";"0.803921568627451      .";"1      ."
"actin filament organization";"0.803921568627451      .";"1      ."
"aminoacyl-tRNA editing activity";"0.803921568627451      .";"1      ."
"anterior/posterior axis specification";"0.803921568627451      .";"1      ."
"axon extension";"0.803921568627451      .";"1      ."
"axonogenesis";"0.803921568627451      .";"1      ."
"beta-catenin binding";"0.803921568627451      .";"1      ."
"calcium-activated potassium channel activity";"0.803921568627451      .";"1      ."
"calcium channel regulator activity";"0.803921568627451      .";"1      ."
"cAMP binding";"0.803921568627451      .";"1      ."
"cartilage development";"0.803921568627451      .";"1      ."
"cell differentiation";"0.803921568627451      .";"1      ."
"cellular lipid metabolic process";"0.803921568627451      .";"1      ."
"chromatin organization";"0.803921568627451      .";"1      ."
"cilium";"0.803921568627451      .";"1      ."
"cytoplasmic vesicle";"0.803921568627451      .";"1      ."
"DNA binding";"0.803921568627451      .";"1      ."
"double-strand break repair";"0.803921568627451      .";"1      ."
"exocytic vesicle";"0.803921568627451      .";"1      ."
"extracellular space";"0.803921568627451      .";"1      ."
"glomerular visceral epithelial cell development";"0.803921568627451      .";"1      ."
"hemopoiesis";"0.803921568627451      .";"1      ."
"histone deacetylase activity";"0.803921568627451      .";"1      ."
"histone deacetylation";"0.803921568627451      .";"1      ."
"lens development in camera-type eye";"0.803921568627451      .";"1      ."
"MAP kinase kinase kinase kinase activity";"0.803921568627451      .";"1      ."
"methylation";"0.803921568627451      .";"1      ."
"mitotic cytokinesis";"0.803921568627451      .";"1      ."
"myofibril assembly";"0.803921568627451      .";"1      ."
"negative regulation of BMP signaling pathway";"0.803921568627451      .";"1      ."
"neurogenesis";"0.803921568627451      .";"1      ."
"neuron projection development";"0.803921568627451      .";"1      ."
"neuropeptide binding";"0.803921568627451      .";"1      ."
"neuropilin binding";"0.803921568627451      .";"1      ."
"non-canonical Wnt signaling pathway";"0.803921568627451      .";"1      ."
"Notch signaling pathway";"0.803921568627451      .";"1      ."
"nucleic acid phosphodiester bond hydrolysis";"0.803921568627451      .";"1      ."
"oligodendrocyte differentiation";"0.803921568627451      .";"1      ."
"P-body";"0.803921568627451      .";"1      ."
"phospholipid binding";"0.803921568627451      .";"1      ."
"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway";"0.803921568627451      .";"1      ."
"positive regulation of Rho protein signal transduction";"0.803921568627451      .";"1      ."
"positive regulation of signal transduction";"0.803921568627451      .";"1      ."
"positive regulation of Wnt signaling pathway";"0.803921568627451      .";"1      ."
"potassium ion leak channel activity";"0.803921568627451      .";"1      ."
"protein complex assembly";"0.803921568627451      .";"1      ."
"protein kinase inhibitor activity";"0.803921568627451      .";"1      ."
"receptor activity";"0.803921568627451      .";"1      ."
"regulation of cell morphogenesis";"0.803921568627451      .";"1      ."
"regulation of cell shape";"0.803921568627451      .";"1      ."
"regulation of exocytosis";"0.803921568627451      .";"1      ."
"regulation of heart rate";"0.803921568627451      .";"1      ."
"response to endoplasmic reticulum stress";"0.803921568627451      .";"1      ."
"sequence-specific DNA binding";"0.803921568627451      .";"1      ."
"signal transduction";"0.803921568627451      .";"1      ."
"smoothened signaling pathway";"0.803921568627451      .";"1      ."
"spindle";"0.803921568627451      .";"1      ."
"transcription from RNA polymerase II promoter";"0.803921568627451      .";"1      ."
"transferase activity, transferring hexosyl groups";"0.803921568627451      .";"1      ."
"unfolded protein binding";"0.803921568627451      .";"1      ."
"Z disc";"0.803921568627451      .";"1      ."
"3',5'-cyclic-nucleotide phosphodiesterase activity";"0.836601307189543      .";"1      ."
"adherens junction";"0.836601307189543      .";"1      ."
"anterior/posterior pattern specification";"0.836601307189543      .";"1      ."
"ATP-dependent microtubule motor activity, minus-end-directed";"0.836601307189543      .";"1      ."
"blood coagulation";"0.836601307189543      .";"1      ."
"carbohydrate biosynthetic process";"0.836601307189543      .";"1      ."
"cell morphogenesis";"0.836601307189543      .";"1      ."
"cellular response to DNA damage stimulus";"0.836601307189543      .";"1      ."
"cilium movement";"0.836601307189543      .";"1      ."
"cytoskeleton organization";"0.836601307189543      .";"1      ."
"DNA replication initiation";"0.836601307189543      .";"1      ."
"dynein light chain binding";"0.836601307189543      .";"1      ."
"embryonic hemopoiesis";"0.836601307189543      .";"1      ."
"endothelial cell proliferation";"0.836601307189543      .";"1      ."
"extracellular ATP-gated cation channel activity";"0.836601307189543      .";"1      ."
"G-protein coupled receptor signaling pathway";"0.836601307189543      .";"1      ."
"heparin binding";"0.836601307189543      .";"1      ."
"insulin receptor signaling pathway";"0.836601307189543      .";"1      ."
"integral component of mitochondrial outer membrane";"0.836601307189543      .";"1      ."
"lamellipodium";"0.836601307189543      .";"1      ."
"microtubule-based process";"0.836601307189543      .";"1      ."
"midbody";"0.836601307189543      .";"1      ."
"mitochondrion organization";"0.836601307189543      .";"1      ."
"mRNA binding";"0.836601307189543      .";"1      ."
"multicellular organism development";"0.836601307189543      .";"1      ."
"negative regulation of cell differentiation";"0.836601307189543      .";"1      ."
"negative regulation of neurogenesis";"0.836601307189543      .";"1      ."
"negative regulation of Wnt signaling pathway";"0.836601307189543      .";"1      ."
"NLS-bearing protein import into nucleus";"0.836601307189543      .";"1      ."
"p53 binding";"0.836601307189543      .";"1      ."
"peptide metabolic process";"0.836601307189543      .";"1      ."
"peptidyl-tyrosine dephosphorylation";"0.836601307189543      .";"1      ."
"peripheral nervous system development";"0.836601307189543      .";"1      ."
"phosphorylation";"0.836601307189543      .";"1      ."
"potassium channel activity";"0.836601307189543      .";"1      ."
"protein dephosphorylation";"0.836601307189543      .";"1      ."
"protein dimerization activity";"0.836601307189543      .";"1      ."
"protein tyrosine phosphatase activity";"0.836601307189543      .";"1      ."
"purinergic nucleotide receptor activity";"0.836601307189543      .";"1      ."
"purinergic nucleotide receptor signaling pathway";"0.836601307189543      .";"1      ."
"regulation of axon extension";"0.836601307189543      .";"1      ."
"regulation of cell adhesion";"0.836601307189543      .";"1      ."
"regulation of GTPase activity";"0.836601307189543      .";"1      ."
"regulation of neurogenesis";"0.836601307189543      .";"1      ."
"regulation of signal transduction";"0.836601307189543      .";"1      ."
"response to ATP";"0.836601307189543      .";"1      ."
"response to drug";"0.836601307189543      .";"1      ."
"RNA export from nucleus";"0.836601307189543      .";"1      ."
"somite specification";"0.836601307189543      .";"1      ."
"striated muscle myosin thick filament assembly";"0.836601307189543      .";"1      ."
"transmission of nerve impulse";"0.836601307189543      .";"1      ."
"tubulin binding";"0.836601307189543      .";"1      ."
"ventral spinal cord interneuron differentiation";"0.836601307189543      .";"1      ."
"voltage-gated potassium channel activity";"0.836601307189543      .";"1      ."
"activation of MAPKK activity";"0.869281045751634      .";"1      ."
"adenosine deaminase activity";"0.869281045751634      .";"1      ."
"adenylate cyclase-inhibiting serotonin receptor signaling pathway";"0.869281045751634      .";"1      ."
"amino acid transmembrane transport";"0.869281045751634      .";"1      ."
"artery development";"0.869281045751634      .";"1      ."
"cardiac muscle cell proliferation";"0.869281045751634      .";"1      ."
"cell adhesion";"0.869281045751634      .";"1      ."
"cell surface receptor signaling pathway";"0.869281045751634      .";"1      ."
"clathrin-coated vesicle";"0.869281045751634      .";"1      ."
"closure of optic fissure";"0.869281045751634      .";"1      ."
"cytokinesis";"0.869281045751634      .";"1      ."
"cytoskeleton-dependent intracellular transport";"0.869281045751634      .";"1      ."
"determination of left/right symmetry";"0.869281045751634      .";"1      ."
"determination of liver left/right asymmetry";"0.869281045751634      .";"1      ."
"determination of ventral identity";"0.869281045751634      .";"1      ."
"drug transmembrane transport";"0.869281045751634      .";"1      ."
"endoderm development";"0.869281045751634      .";"1      ."
"enteric nervous system development";"0.869281045751634      .";"1      ."
"external side of plasma membrane";"0.869281045751634      .";"1      ."
"extracellular matrix organization";"0.869281045751634      .";"1      ."
"fibroblast growth factor receptor signaling pathway";"0.869281045751634      .";"1      ."
"galanin receptor activity";"0.869281045751634      .";"1      ."
"glucuronosyltransferase activity";"0.869281045751634      .";"1      ."
"GTPase regulator activity";"0.869281045751634      .";"1      ."
"histone-lysine N-methyltransferase activity";"0.869281045751634      .";"1      ."
"inner ear morphogenesis";"0.869281045751634      .";"1      ."
"integral component of Golgi membrane";"0.869281045751634      .";"1      ."
"intracellular membrane-bounded organelle";"0.869281045751634      .";"1      ."
"intrahepatic bile duct development";"0.869281045751634      .";"1      ."
"kidney development";"0.869281045751634      .";"1      ."
"larval locomotory behavior";"0.869281045751634      .";"1      ."
"MAP kinase kinase kinase activity";"0.869281045751634      .";"1      ."
"metal ion transmembrane transporter activity";"0.869281045751634      .";"1      ."
"microtubule binding";"0.869281045751634      .";"1      ."
"N-glycan processing";"0.869281045751634      .";"1      ."
"nervous system development";"0.869281045751634      .";"1      ."
"nuclear membrane";"0.869281045751634      .";"1      ."
"nuclear speck";"0.869281045751634      .";"1      ."
"peptidyl-tyrosine phosphorylation";"0.869281045751634      .";"1      ."
"phospholipid dephosphorylation";"0.869281045751634      .";"1      ."
"phospholipid metabolic process";"0.869281045751634      .";"1      ."
"positive regulation of cytosolic calcium ion concentration";"0.869281045751634      .";"1      ."
"positive regulation of GTPase activity";"0.869281045751634      .";"1      ."
"protein autophosphorylation";"0.869281045751634      .";"1      ."
"protein tyrosine kinase activity";"0.869281045751634      .";"1      ."
"pseudouridine synthesis";"0.869281045751634      .";"1      ."
"regeneration";"0.869281045751634      .";"1      ."
"regulation of catalytic activity";"0.869281045751634      .";"1      ."
"regulation of cytoskeleton organization";"0.869281045751634      .";"1      ."
"regulation of RNA splicing";"0.869281045751634      .";"1      ."
"regulation of vascular endothelial growth factor receptor signaling pathway";"0.869281045751634      .";"1      ."
"response to peptide";"0.869281045751634      .";"1      ."
"retina development in camera-type eye";"0.869281045751634      .";"1      ."
"RNA modification";"0.869281045751634      .";"1      ."
"RNA polymerase II regulatory region sequence-specific DNA binding";"0.869281045751634      .";"1      ."
"serotonin binding";"0.869281045751634      .";"1      ."
"smooth muscle contraction";"0.869281045751634      .";"1      ."
"spermatogenesis";"0.869281045751634      .";"1      ."
"structural constituent of muscle";"0.869281045751634      .";"1      ."
"tachykinin receptor signaling pathway";"0.869281045751634      .";"1      ."
"thrombocyte differentiation";"0.869281045751634      .";"1      ."
"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding";"0.869281045751634      .";"1      ."
"transmembrane receptor protein tyrosine kinase signaling pathway";"0.869281045751634      .";"1      ."
"tRNA aminoacylation";"0.869281045751634      .";"1      ."
"U2-type prespliceosome";"0.869281045751634      .";"1      ."
"adenosine receptor signaling pathway";"0.895424836601307      .";"1      ."
"amino acid transmembrane transporter activity";"0.895424836601307      .";"1      ."
"amino acid transport";"0.895424836601307      .";"1      ."
"animal organ morphogenesis";"0.895424836601307      .";"1      ."
"cell projection";"0.895424836601307      .";"1      ."
"clathrin coat assembly";"0.895424836601307      .";"1      ."
"determination of pancreatic left/right asymmetry";"0.895424836601307      .";"1      ."
"DNA-directed DNA polymerase activity";"0.895424836601307      .";"1      ."
"DNA damage checkpoint";"0.895424836601307      .";"1      ."
"dopaminergic neuron differentiation";"0.895424836601307      .";"1      ."
"dynein heavy chain binding";"0.895424836601307      .";"1      ."
"embryonic cranial skeleton morphogenesis";"0.895424836601307      .";"1      ."
"embryonic neurocranium morphogenesis";"0.895424836601307      .";"1      ."
"fin morphogenesis";"0.895424836601307      .";"1      ."
"GDP-dissociation inhibitor activity";"0.895424836601307      .";"1      ."
"habenula development";"0.895424836601307      .";"1      ."
"helicase activity";"0.895424836601307      .";"1      ."
"histone binding";"0.895424836601307      .";"1      ."
"histone lysine methylation";"0.895424836601307      .";"1      ."
"meiotic cell cycle";"0.895424836601307      .";"1      ."
"microtubule";"0.895424836601307      .";"1      ."
"mitotic spindle assembly checkpoint";"0.895424836601307      .";"1      ."
"negative regulation of transcription, DNA-templated";"0.895424836601307      .";"1      ."
"neural tube formation";"0.895424836601307      .";"1      ."
"neuromuscular junction development";"0.895424836601307      .";"1      ."
"notochord morphogenesis";"0.895424836601307      .";"1      ."
"nuclear envelope organization";"0.895424836601307      .";"1      ."
"positive regulation of cell migration";"0.895424836601307      .";"1      ."
"post-anal tail morphogenesis";"0.895424836601307      .";"1      ."
"posterior lateral line development";"0.895424836601307      .";"1      ."
"posterior lateral line neuromast development";"0.895424836601307      .";"1      ."
"postsynaptic density";"0.895424836601307      .";"1      ."
"primitive erythrocyte differentiation";"0.895424836601307      .";"1      ."
"protein sumoylation";"0.895424836601307      .";"1      ."
"pseudouridine synthase activity";"0.895424836601307      .";"1      ."
"regulation of alternative mRNA splicing, via spliceosome";"0.895424836601307      .";"1      ."
"regulation of small GTPase mediated signal transduction";"0.895424836601307      .";"1      ."
"release of sequestered calcium ion into cytosol";"0.895424836601307      .";"1      ."
"RNA processing";"0.895424836601307      .";"1      ."
"spindle pole";"0.895424836601307      .";"1      ."
"steroid hormone mediated signaling pathway";"0.895424836601307      .";"1      ."
"steroid hormone receptor activity";"0.895424836601307      .";"1      ."
"store-operated calcium channel activity";"0.895424836601307      .";"1      ."
"transmembrane receptor protein serine/threonine kinase activity";"0.895424836601307      .";"1      ."
"transmembrane receptor protein tyrosine kinase activity";"0.895424836601307      .";"1      ."
"vasculature development";"0.895424836601307      .";"1      ."
"vasculogenesis";"0.895424836601307      .";"1      ."
"Wnt-protein binding";"0.895424836601307      .";"1      ."
"acetylcholine-gated cation-selective channel activity";"0.92156862745098      .";"1      ."
"aminoacyl-tRNA ligase activity";"0.92156862745098      .";"1      ."
"axoneme";"0.92156862745098      .";"1      ."
"cadherin binding";"0.92156862745098      .";"1      ."
"canonical Wnt signaling pathway";"0.92156862745098      .";"1      ."
"cell migration involved in gastrulation";"0.92156862745098      .";"1      ."
"cellular component organization";"0.92156862745098      .";"1      ."
"cerebellum development";"0.92156862745098      .";"1      ."
"cGMP biosynthetic process";"0.92156862745098      .";"1      ."
"chaperone binding";"0.92156862745098      .";"1      ."
"chromatin binding";"0.92156862745098      .";"1      ."
"cilium assembly";"0.92156862745098      .";"1      ."
"cyclic nucleotide biosynthetic process";"0.92156862745098      .";"1      ."
"embryonic camera-type eye development";"0.92156862745098      .";"1      ."
"floor plate formation";"0.92156862745098      .";"1      ."
"G-protein coupled receptor activity";"0.92156862745098      .";"1      ."
"G-protein coupled serotonin receptor activity";"0.92156862745098      .";"1      ."
"germ cell migration";"0.92156862745098      .";"1      ."
"guanylate cyclase activity";"0.92156862745098      .";"1      ."
"guanylate cyclase complex, soluble";"0.92156862745098      .";"1      ."
"hypothalamus development";"0.92156862745098      .";"1      ."
"intracellular receptor signaling pathway";"0.92156862745098      .";"1      ."
"intrinsic component of the cytoplasmic side of the plasma membrane";"0.92156862745098      .";"1      ."
"locomotory behavior";"0.92156862745098      .";"1      ."
"M band";"0.92156862745098      .";"1      ."
"mRNA processing";"0.92156862745098      .";"1      ."
"mRNA splicing, via spliceosome";"0.92156862745098      .";"1      ."
"negative chemotaxis";"0.92156862745098      .";"1      ."
"negative regulation of angiogenesis";"0.92156862745098      .";"1      ."
"neural retina development";"0.92156862745098      .";"1      ."
"neurotransmitter receptor activity";"0.92156862745098      .";"1      ."
"nucleotide binding";"0.92156862745098      .";"1      ."
"otolith development";"0.92156862745098      .";"1      ."
"outer dynein arm assembly";"0.92156862745098      .";"1      ."
"peptidyl-threonine phosphorylation";"0.92156862745098      .";"1      ."
"phosphoprotein phosphatase activity";"0.92156862745098      .";"1      ."
"phosphorus-oxygen lyase activity";"0.92156862745098      .";"1      ."
"positive regulation of cell proliferation";"0.92156862745098      .";"1      ."
"posterior lateral line neuromast primordium migration";"0.92156862745098      .";"1      ."
"protein serine/threonine phosphatase activity";"0.92156862745098      .";"1      ."
"regulation of gene expression";"0.92156862745098      .";"1      ."
"regulation of molecular function";"0.92156862745098      .";"1      ."
"regulation of transcription, DNA-templated";"0.92156862745098      .";"1      ."
"Rho guanyl-nucleotide exchange factor activity";"0.92156862745098      .";"1      ."
"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding";"0.92156862745098      .";"1      ."
"RNA splicing";"0.92156862745098      .";"1      ."
"SH3 domain binding";"0.92156862745098      .";"1      ."
"striated muscle cell development";"0.92156862745098      .";"1      ."
"striated muscle contraction";"0.92156862745098      .";"1      ."
"transcription factor activity, sequence-specific DNA binding";"0.92156862745098      .";"1      ."
"transcription regulatory region sequence-specific DNA binding";"0.92156862745098      .";"1      ."
"transcription, DNA-templated";"0.92156862745098      .";"1      ."
"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding";"0.92156862745098      .";"1      ."
"U1 snRNP";"0.92156862745098      .";"1      ."
"Wnt-activated receptor activity";"0.92156862745098      .";"1      ."
"adrenergic receptor activity";"0.941176470588235      .";"1      ."
"ATPase activity";"0.941176470588235      .";"1      ."
"brain morphogenesis";"0.941176470588235      .";"1      ."
"cartilage morphogenesis";"0.941176470588235      .";"1      ."
"cell fate commitment";"0.941176470588235      .";"1      ."
"ciliary basal body";"0.941176470588235      .";"1      ."
"collagen fibril organization";"0.941176470588235      .";"1      ."
"establishment of mitotic spindle orientation";"0.941176470588235      .";"1      ."
"establishment or maintenance of cell polarity";"0.941176470588235      .";"1      ."
"exocrine pancreas development";"0.941176470588235      .";"1      ."
"eye photoreceptor cell development";"0.941176470588235      .";"1      ."
"fibroblast growth factor receptor binding";"0.941176470588235      .";"1      ."
"frizzled binding";"0.941176470588235      .";"1      ."
"gastrulation with mouth forming second";"0.941176470588235      .";"1      ."
"heart morphogenesis";"0.941176470588235      .";"1      ."
"hematopoietic progenitor cell differentiation";"0.941176470588235      .";"1      ."
"integral component of nuclear inner membrane";"0.941176470588235      .";"1      ."
"microtubule cytoskeleton organization";"0.941176470588235      .";"1      ."
"muscle contraction";"0.941176470588235      .";"1      ."
"muscle fiber development";"0.941176470588235      .";"1      ."
"myoblast fusion";"0.941176470588235      .";"1      ."
"neural crest cell migration";"0.941176470588235      .";"1      ."
"neuron migration";"0.941176470588235      .";"1      ."
"neutrophil differentiation";"0.941176470588235      .";"1      ."
"pharyngeal system development";"0.941176470588235      .";"1      ."
"positive regulation of transcription, DNA-templated";"0.941176470588235      .";"1      ."
"protein disulfide isomerase activity";"0.941176470588235      .";"1      ."
"protein localization";"0.941176470588235      .";"1      ."
"regulation of Notch signaling pathway";"0.941176470588235      .";"1      ."
"regulation of Rho protein signal transduction";"0.941176470588235      .";"1      ."
"retina morphogenesis in camera-type eye";"0.941176470588235      .";"1      ."
"retinoic acid receptor signaling pathway";"0.941176470588235      .";"1      ."
"retinol metabolic process";"0.941176470588235      .";"1      ."
"retrograde vesicle-mediated transport, Golgi to ER";"0.941176470588235      .";"1      ."
"RNA polymerase II transcription factor binding";"0.941176470588235      .";"1      ."
"sensory epithelium regeneration";"0.941176470588235      .";"1      ."
"signaling";"0.941176470588235      .";"1      ."
"skeletal muscle cell differentiation";"0.941176470588235      .";"1      ."
