"gene set";"p-value";"fdr"
"double-stranded RNA binding";"0.679738562091503      .";"1      ."
"endopeptidase activity";"0.679738562091503      .";"1      ."
"endoplasmic reticulum unfolded protein response";"0.679738562091503      .";"1      ."
"establishment or maintenance of cell polarity";"0.679738562091503      .";"1      ."
"eukaryotic 48S preinitiation complex";"0.679738562091503      .";"1      ."
"fucosylation";"0.679738562091503      .";"1      ."
"fucosyltransferase activity";"0.679738562091503      .";"1      ."
"GABA-A receptor activity";"0.679738562091503      .";"1      ."
"glomerulus development";"0.679738562091503      .";"1      ."
"high voltage-gated calcium channel activity";"0.679738562091503      .";"1      ."
"identical protein binding";"0.679738562091503      .";"1      ."
"metallocarboxypeptidase activity";"0.679738562091503      .";"1      ."
"metallopeptidase activity";"0.679738562091503      .";"1      ."
"microtubule binding";"0.679738562091503      .";"1      ."
"N-acetyltransferase activity";"0.679738562091503      .";"1      ."
"nervous system development";"0.679738562091503      .";"1      ."
"optokinetic behavior";"0.679738562091503      .";"1      ."
"otolith morphogenesis";"0.679738562091503      .";"1      ."
"peptidyl-serine phosphorylation";"0.679738562091503      .";"1      ."
"phosphatidylinositol 3-kinase signaling";"0.679738562091503      .";"1      ."
"positive regulation of gene expression";"0.679738562091503      .";"1      ."
"positive regulation of transcription from RNA polymerase II promoter";"0.679738562091503      .";"1      ."
"proteasome-mediated ubiquitin-dependent protein catabolic process";"0.679738562091503      .";"1      ."
"protein methylation";"0.679738562091503      .";"1      ."
"protein phosphatase regulator activity";"0.679738562091503      .";"1      ."
"protein phosphatase type 2A complex";"0.679738562091503      .";"1      ."
"regulation of cell morphogenesis";"0.679738562091503      .";"1      ."
"regulation of membrane potential";"0.679738562091503      .";"1      ."
"regulation of proteolysis";"0.679738562091503      .";"1      ."
"regulation of small GTPase mediated signal transduction";"0.679738562091503      .";"1      ."
"regulation of translational initiation";"0.679738562091503      .";"1      ."
"ribosomal large subunit assembly";"0.679738562091503      .";"1      ."
"sarcolemma";"0.679738562091503      .";"1      ."
"small ribosomal subunit";"0.679738562091503      .";"1      ."
"sodium ion transmembrane transport";"0.679738562091503      .";"1      ."
"sulfotransferase activity";"0.679738562091503      .";"1      ."
"synapse assembly";"0.679738562091503      .";"1      ."
"thiol-dependent ubiquitinyl hydrolase activity";"0.679738562091503      .";"1      ."
"ubiquitin binding";"0.679738562091503      .";"1      ."
"voltage-gated potassium channel activity";"0.679738562091503      .";"1      ."
"ammonium transmembrane transport";"0.725490196078431      .";"1      ."
"blood circulation";"0.725490196078431      .";"1      ."
"cardiac muscle cell proliferation";"0.725490196078431      .";"1      ."
"cell redox homeostasis";"0.725490196078431      .";"1      ."
"condensed chromosome kinetochore";"0.725490196078431      .";"1      ."
"cyclin-dependent protein kinase holoenzyme complex";"0.725490196078431      .";"1      ."
"defense response";"0.725490196078431      .";"1      ."
"DNA-dependent DNA replication";"0.725490196078431      .";"1      ."
"DNA-directed RNA polymerase III complex";"0.725490196078431      .";"1      ."
"double-strand break repair";"0.725490196078431      .";"1      ."
"dynein heavy chain binding";"0.725490196078431      .";"1      ."
"embryonic retina morphogenesis in camera-type eye";"0.725490196078431      .";"1      ."
"epidermal growth factor receptor signaling pathway";"0.725490196078431      .";"1      ."
"establishment of cell polarity";"0.725490196078431      .";"1      ."
"eukaryotic 43S preinitiation complex";"0.725490196078431      .";"1      ."
"extracellular ligand-gated ion channel activity";"0.725490196078431      .";"1      ."
"extracellular matrix structural constituent";"0.725490196078431      .";"1      ."
"gastrulation with mouth forming second";"0.725490196078431      .";"1      ."
"hematopoietic progenitor cell differentiation";"0.725490196078431      .";"1      ."
"heparan sulfate proteoglycan binding";"0.725490196078431      .";"1      ."
"insulin receptor binding";"0.725490196078431      .";"1      ."
"intracellular ribonucleoprotein complex";"0.725490196078431      .";"1      ."
"kinesin complex";"0.725490196078431      .";"1      ."
"membrane fusion";"0.725490196078431      .";"1      ."
"microtubule motor activity";"0.725490196078431      .";"1      ."
"mitochondrial fission";"0.725490196078431      .";"1      ."
"muscle contraction";"0.725490196078431      .";"1      ."
"negative regulation of cell differentiation";"0.725490196078431      .";"1      ."
"neuromuscular junction development";"0.725490196078431      .";"1      ."
"neuron projection development";"0.725490196078431      .";"1      ."
"neuronal action potential";"0.725490196078431      .";"1      ."
"nuclear localization sequence binding";"0.725490196078431      .";"1      ."
"phospholipid dephosphorylation";"0.725490196078431      .";"1      ."
"potassium channel activity";"0.725490196078431      .";"1      ."
"potassium ion transmembrane transport";"0.725490196078431      .";"1      ."
"proteasome assembly";"0.725490196078431      .";"1      ."
"proteasome complex";"0.725490196078431      .";"1      ."
"proteasome regulatory particle, base subcomplex";"0.725490196078431      .";"1      ."
"protein disulfide isomerase activity";"0.725490196078431      .";"1      ."
"protein phosphatase inhibitor activity";"0.725490196078431      .";"1      ."
"receptor tyrosine kinase binding";"0.725490196078431      .";"1      ."
"retina morphogenesis in camera-type eye";"0.725490196078431      .";"1      ."
"ribonuclease activity";"0.725490196078431      .";"1      ."
"RNA polymerase II transcription factor activity, sequence-specific DNA binding";"0.725490196078431      .";"1      ."
"semaphorin-plexin signaling pathway";"0.725490196078431      .";"1      ."
"semaphorin receptor activity";"0.725490196078431      .";"1      ."
"signal transducer activity, downstream of receptor";"0.725490196078431      .";"1      ."
"skeletal muscle tissue development";"0.725490196078431      .";"1      ."
"snoRNA binding";"0.725490196078431      .";"1      ."
"spermatid development";"0.725490196078431      .";"1      ."
"spliceosomal snRNP assembly";"0.725490196078431      .";"1      ."
"synaptic vesicle membrane";"0.725490196078431      .";"1      ."
"5'-nucleotidase activity";"0.764705882352941      .";"1      ."
"actin filament bundle assembly";"0.764705882352941      .";"1      ."
"anterior/posterior axis specification";"0.764705882352941      .";"1      ."
"ATP-dependent DNA helicase activity";"0.764705882352941      .";"1      ."
"axon regeneration";"0.764705882352941      .";"1      ."
"calcium ion binding";"0.764705882352941      .";"1      ."
"calmodulin binding";"0.764705882352941      .";"1      ."
"cAMP binding";"0.764705882352941      .";"1      ."
"cell fate specification";"0.764705882352941      .";"1      ."
"central nervous system projection neuron axonogenesis";"0.764705882352941      .";"1      ."
"Cul4-RING E3 ubiquitin ligase complex";"0.764705882352941      .";"1      ."
"cytoplasmic microtubule organization";"0.764705882352941      .";"1      ."
"cytoskeleton";"0.764705882352941      .";"1      ."
"DNA-templated transcription, initiation";"0.764705882352941      .";"1      ."
"double-strand break repair via homologous recombination";"0.764705882352941      .";"1      ."
"embryonic pattern specification";"0.764705882352941      .";"1      ."
"endocrine pancreas development";"0.764705882352941      .";"1      ."
"enteric nervous system development";"0.764705882352941      .";"1      ."
"exocrine pancreas development";"0.764705882352941      .";"1      ."
"FK506 binding";"0.764705882352941      .";"1      ."
"formation of translation preinitiation complex";"0.764705882352941      .";"1      ."
"GABA-A receptor complex";"0.764705882352941      .";"1      ."
"galactosyltransferase activity";"0.764705882352941      .";"1      ."
"head development";"0.764705882352941      .";"1      ."
"homophilic cell adhesion via plasma membrane adhesion molecules";"0.764705882352941      .";"1      ."
"immunoglobulin production";"0.764705882352941      .";"1      ."
"kinetochore";"0.764705882352941      .";"1      ."
"lipid phosphatase activity";"0.764705882352941      .";"1      ."
"locomotory behavior";"0.764705882352941      .";"1      ."
"maturation of LSU-rRNA";"0.764705882352941      .";"1      ."
"miRNA mediated inhibition of translation";"0.764705882352941      .";"1      ."
"mismatch repair";"0.764705882352941      .";"1      ."
"muscle fiber development";"0.764705882352941      .";"1      ."
"negative regulation of cell proliferation";"0.764705882352941      .";"1      ."
"negative regulation of nucleic acid-templated transcription";"0.764705882352941      .";"1      ."
"neurogenesis";"0.764705882352941      .";"1      ."
"neuromuscular synaptic transmission";"0.764705882352941      .";"1      ."
"nuclear pore";"0.764705882352941      .";"1      ."
"perinuclear region of cytoplasm";"0.764705882352941      .";"1      ."
"phosphoric diester hydrolase activity";"0.764705882352941      .";"1      ."
"photoreceptor cell maintenance";"0.764705882352941      .";"1      ."
"pseudouridine synthase activity";"0.764705882352941      .";"1      ."
"regulation of blood vessel diameter";"0.764705882352941      .";"1      ."
"regulation of calcium ion-dependent exocytosis";"0.764705882352941      .";"1      ."
"regulation of cytoskeleton organization";"0.764705882352941      .";"1      ."
"rRNA binding";"0.764705882352941      .";"1      ."
"spindle assembly";"0.764705882352941      .";"1      ."
"TBP-class protein binding";"0.764705882352941      .";"1      ."
"transcription from RNA polymerase III promoter";"0.764705882352941      .";"1      ."
"ubiquitin protein ligase binding";"0.764705882352941      .";"1      ."
"UTP biosynthetic process";"0.764705882352941      .";"1      ."
"actin monomer binding";"0.803921568627451      .";"1      ."
"adenylate cyclase-inhibiting serotonin receptor signaling pathway";"0.803921568627451      .";"1      ."
"anaphase-promoting complex";"0.803921568627451      .";"1      ."
"anion transmembrane transporter activity";"0.803921568627451      .";"1      ."
"anterior/posterior pattern specification";"0.803921568627451      .";"1      ."
"ATP-dependent chromatin remodeling";"0.803921568627451      .";"1      ."
"ATP-dependent microtubule motor activity, minus-end-directed";"0.803921568627451      .";"1      ."
"axon extension";"0.803921568627451      .";"1      ."
"beta-catenin binding";"0.803921568627451      .";"1      ."
"bone mineralization";"0.803921568627451      .";"1      ."
"cartilage development";"0.803921568627451      .";"1      ."
"cell-matrix adhesion";"0.803921568627451      .";"1      ."
"central nervous system development";"0.803921568627451      .";"1      ."
"chromosome segregation";"0.803921568627451      .";"1      ."
"DNA replication initiation";"0.803921568627451      .";"1      ."
"dopamine neurotransmitter receptor activity";"0.803921568627451      .";"1      ."
"dopamine receptor signaling pathway";"0.803921568627451      .";"1      ."
"dynein light intermediate chain binding";"0.803921568627451      .";"1      ."
"external side of plasma membrane";"0.803921568627451      .";"1      ."
"Golgi organization";"0.803921568627451      .";"1      ."
"histone acetyltransferase complex";"0.803921568627451      .";"1      ."
"isomerase activity";"0.803921568627451      .";"1      ."
"microtubule";"0.803921568627451      .";"1      ."
"microtubule-based movement";"0.803921568627451      .";"1      ."
"midbody";"0.803921568627451      .";"1      ."
"mitotic spindle assembly";"0.803921568627451      .";"1      ."
"negative regulation of apoptotic process";"0.803921568627451      .";"1      ."
"negative regulation of cell death";"0.803921568627451      .";"1      ."
"negative regulation of transforming growth factor beta receptor signaling pathway";"0.803921568627451      .";"1      ."
"phosphate ion transmembrane transport";"0.803921568627451      .";"1      ."
"posterior lateral line neuromast development";"0.803921568627451      .";"1      ."
"pronephric glomerulus development";"0.803921568627451      .";"1      ."
"protein deubiquitination";"0.803921568627451      .";"1      ."
"protein serine/threonine phosphatase activity";"0.803921568627451      .";"1      ."
"pseudouridine synthesis";"0.803921568627451      .";"1      ."
"Ras protein signal transduction";"0.803921568627451      .";"1      ."
"regulation of molecular function";"0.803921568627451      .";"1      ."
"regulation of Rho protein signal transduction";"0.803921568627451      .";"1      ."
"RNA export from nucleus";"0.803921568627451      .";"1      ."
"RNA modification";"0.803921568627451      .";"1      ."
"RNA polymerase II regulatory region sequence-specific DNA binding";"0.803921568627451      .";"1      ."
"serotonin binding";"0.803921568627451      .";"1      ."
"skeletal muscle cell differentiation";"0.803921568627451      .";"1      ."
"somite specification";"0.803921568627451      .";"1      ."
"tachykinin receptor signaling pathway";"0.803921568627451      .";"1      ."
"transcription factor activity, RNA polymerase II transcription factor recruiting";"0.803921568627451      .";"1      ."
"ubiquitin-dependent protein catabolic process";"0.803921568627451      .";"1      ."
"anatomical structure morphogenesis";"0.836601307189543      .";"1      ."
"anchored component of membrane";"0.836601307189543      .";"1      ."
"apoptotic process";"0.836601307189543      .";"1      ."
"axonal fasciculation";"0.836601307189543      .";"1      ."
"cartilage morphogenesis";"0.836601307189543      .";"1      ."
"catalytic step 2 spliceosome";"0.836601307189543      .";"1      ."
"cell communication";"0.836601307189543      .";"1      ."
"cell junction";"0.836601307189543      .";"1      ."
"centrosome";"0.836601307189543      .";"1      ."
"chromatin remodeling";"0.836601307189543      .";"1      ."
"definitive hemopoiesis";"0.836601307189543      .";"1      ."
"developmental process";"0.836601307189543      .";"1      ."
"dynamin family protein polymerization involved in mitochondrial fission";"0.836601307189543      .";"1      ."
"establishment or maintenance of epithelial cell apical/basal polarity";"0.836601307189543      .";"1      ."
"G-protein coupled serotonin receptor signaling pathway";"0.836601307189543      .";"1      ."
"histone acetylation";"0.836601307189543      .";"1      ."
"intracellular transport";"0.836601307189543      .";"1      ."
"kidney development";"0.836601307189543      .";"1      ."
"mitotic cell cycle";"0.836601307189543      .";"1      ."
"mitotic sister chromatid cohesion";"0.836601307189543      .";"1      ."
"myoblast fusion";"0.836601307189543      .";"1      ."
"negative regulation of peptidase activity";"0.836601307189543      .";"1      ."
"negative regulation of translation";"0.836601307189543      .";"1      ."
"neuron projection morphogenesis";"0.836601307189543      .";"1      ."
"NLS-bearing protein import into nucleus";"0.836601307189543      .";"1      ."
"nuclear-transcribed mRNA catabolic process";"0.836601307189543      .";"1      ."
"nuclear envelope organization";"0.836601307189543      .";"1      ."
"peptidase inhibitor activity";"0.836601307189543      .";"1      ."
"peptidyl-prolyl cis-trans isomerase activity";"0.836601307189543      .";"1      ."
"positive regulation of cyclin-dependent protein serine/threonine kinase activity";"0.836601307189543      .";"1      ."
"protein dephosphorylation";"0.836601307189543      .";"1      ."
"protein K48-linked deubiquitination";"0.836601307189543      .";"1      ."
"protein peptidyl-prolyl isomerization";"0.836601307189543      .";"1      ."
"regulation of canonical Wnt signaling pathway";"0.836601307189543      .";"1      ."
"regulation of neurogenesis";"0.836601307189543      .";"1      ."
"regulation of neuron differentiation";"0.836601307189543      .";"1      ."
"Rho guanyl-nucleotide exchange factor activity";"0.836601307189543      .";"1      ."
"RNA polymerase II core promoter proximal region sequence-specific DNA binding";"0.836601307189543      .";"1      ."
"RNA processing";"0.836601307189543      .";"1      ."
"RNA secondary structure unwinding";"0.836601307189543      .";"1      ."
"skeletal system development";"0.836601307189543      .";"1      ."
"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding";"0.836601307189543      .";"1      ."
"zinc ion binding";"0.836601307189543      .";"1      ."
"acetylcholine-gated cation-selective channel activity";"0.869281045751634      .";"1      ."
"actomyosin structure organization";"0.869281045751634      .";"1      ."
"axon";"0.869281045751634      .";"1      ."
"blood vessel morphogenesis";"0.869281045751634      .";"1      ."
"cell adhesion";"0.869281045751634      .";"1      ."
"cell cortex";"0.869281045751634      .";"1      ."
"cellular component organization";"0.869281045751634      .";"1      ."
"chromosome, centromeric region";"0.869281045751634      .";"1      ."
"convergent extension";"0.869281045751634      .";"1      ."
"cytokine activity";"0.869281045751634      .";"1      ."
"damaged DNA binding";"0.869281045751634      .";"1      ."
"DNA helicase activity";"0.869281045751634      .";"1      ."
"DNA repair";"0.869281045751634      .";"1      ."
"dorsal/ventral pattern formation";"0.869281045751634      .";"1      ."
"gene silencing by RNA";"0.869281045751634      .";"1      ."
"generation of neurons";"0.869281045751634      .";"1      ."
"glycolipid biosynthetic process";"0.869281045751634      .";"1      ."
"Golgi membrane";"0.869281045751634      .";"1      ."
"hindbrain development";"0.869281045751634      .";"1      ."
"histone binding";"0.869281045751634      .";"1      ."
"intermediate filament";"0.869281045751634      .";"1      ."
"left/right pattern formation";"0.869281045751634      .";"1      ."
"MAP kinase activity";"0.869281045751634      .";"1      ."
"metalloendopeptidase activity";"0.869281045751634      .";"1      ."
"microtubule-based process";"0.869281045751634      .";"1      ."
"microtubule organizing center";"0.869281045751634      .";"1      ."
"midbrain development";"0.869281045751634      .";"1      ."
"mRNA polyadenylation";"0.869281045751634      .";"1      ."
"negative regulation of angiogenesis";"0.869281045751634      .";"1      ."
"negative regulation of mitotic cell cycle";"0.869281045751634      .";"1      ."
"negative regulation of neurogenesis";"0.869281045751634      .";"1      ."
"negative regulation of transcription, DNA-templated";"0.869281045751634      .";"1      ."
"neural crest formation";"0.869281045751634      .";"1      ."
"neuron development";"0.869281045751634      .";"1      ."
"neuropeptide binding";"0.869281045751634      .";"1      ."
"optic nerve development";"0.869281045751634      .";"1      ."
"otic placode formation";"0.869281045751634      .";"1      ."
"phospholipase C-activating dopamine receptor signaling pathway";"0.869281045751634      .";"1      ."
"phosphoprotein phosphatase activity";"0.869281045751634      .";"1      ."
"positive regulation of actin filament polymerization";"0.869281045751634      .";"1      ."
"protein autophosphorylation";"0.869281045751634      .";"1      ."
"protein dimerization activity";"0.869281045751634      .";"1      ."
"protein import into nucleus";"0.869281045751634      .";"1      ."
"reciprocal meiotic recombination";"0.869281045751634      .";"1      ."
"regulation of cell adhesion";"0.869281045751634      .";"1      ."
"regulation of Notch signaling pathway";"0.869281045751634      .";"1      ."
"regulation of nucleic acid-templated transcription";"0.869281045751634      .";"1      ."
"regulation of signal transduction";"0.869281045751634      .";"1      ."
"response to endoplasmic reticulum stress";"0.869281045751634      .";"1      ."
"RNA phosphodiester bond hydrolysis";"0.869281045751634      .";"1      ."
"SCF ubiquitin ligase complex";"0.869281045751634      .";"1      ."
"signal transducer, downstream of receptor, with serine/threonine kinase activity";"0.869281045751634      .";"1      ."
"signaling";"0.869281045751634      .";"1      ."
"spectrin binding";"0.869281045751634      .";"1      ."
"spindle";"0.869281045751634      .";"1      ."
"spliceosomal complex assembly";"0.869281045751634      .";"1      ."
"thrombocyte differentiation";"0.869281045751634      .";"1      ."
"trace-amine receptor activity";"0.869281045751634      .";"1      ."
"transcription from RNA polymerase II promoter";"0.869281045751634      .";"1      ."
"transmembrane receptor protein serine/threonine kinase signaling pathway";"0.869281045751634      .";"1      ."
"transmembrane signaling receptor activity";"0.869281045751634      .";"1      ."
"U12-type spliceosomal complex";"0.869281045751634      .";"1      ."
"U2 snRNP";"0.869281045751634      .";"1      ."
"ventricular system development";"0.869281045751634      .";"1      ."
"voltage-gated sodium channel activity";"0.869281045751634      .";"1      ."
"acetylcholine-gated channel complex";"0.895424836601307      .";"1      ."
"acetylcholine binding";"0.895424836601307      .";"1      ."
"adenosine receptor signaling pathway";"0.895424836601307      .";"1      ."
"adherens junction";"0.895424836601307      .";"1      ."
"artery development";"0.895424836601307      .";"1      ."
"axon guidance";"0.895424836601307      .";"1      ."
"base-excision repair";"0.895424836601307      .";"1      ."
"cardiac muscle cell differentiation";"0.895424836601307      .";"1      ."
"cell-cell junction";"0.895424836601307      .";"1      ."
"cell growth";"0.895424836601307      .";"1      ."
"cell surface";"0.895424836601307      .";"1      ."
"centriole";"0.895424836601307      .";"1      ."
"chromatin organization";"0.895424836601307      .";"1      ."
"chromosome";"0.895424836601307      .";"1      ."
"clathrin-coated pit";"0.895424836601307      .";"1      ."
"convergent extension involved in gastrulation";"0.895424836601307      .";"1      ."
"cytoskeleton organization";"0.895424836601307      .";"1      ."
"detection of chemical stimulus involved in sensory perception";"0.895424836601307      .";"1      ."
"DNA biosynthetic process";"0.895424836601307      .";"1      ."
"DNA replication";"0.895424836601307      .";"1      ."
"dopaminergic neuron differentiation";"0.895424836601307      .";"1      ."
"dynein intermediate chain binding";"0.895424836601307      .";"1      ."
"G1/S transition of mitotic cell cycle";"0.895424836601307      .";"1      ."
"heart morphogenesis";"0.895424836601307      .";"1      ."
"histone acetyltransferase activity";"0.895424836601307      .";"1      ."
"hyaluronic acid binding";"0.895424836601307      .";"1      ."
"induction of positive chemotaxis";"0.895424836601307      .";"1      ."
"mediator complex";"0.895424836601307      .";"1      ."
"mRNA transport";"0.895424836601307      .";"1      ."
"negative chemotaxis";"0.895424836601307      .";"1      ."
"negative regulation of canonical Wnt signaling pathway";"0.895424836601307      .";"1      ."
"neurotransmitter receptor activity";"0.895424836601307      .";"1      ."
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay";"0.895424836601307      .";"1      ."
"nuclear speck";"0.895424836601307      .";"1      ."
"nucleosome";"0.895424836601307      .";"1      ."
"nucleosome assembly";"0.895424836601307      .";"1      ."
"nucleotidyltransferase activity";"0.895424836601307      .";"1      ."
"P-body";"0.895424836601307      .";"1      ."
"positive regulation of Wnt signaling pathway";"0.895424836601307      .";"1      ."
"protein complex assembly";"0.895424836601307      .";"1      ."
"response to nicotine";"0.895424836601307      .";"1      ."
"RNA-dependent DNA biosynthetic process";"0.895424836601307      .";"1      ."
"RNA-directed DNA polymerase activity";"0.895424836601307      .";"1      ."
"RNA polymerase II transcription cofactor activity";"0.895424836601307      .";"1      ."
"sensory perception of sound";"0.895424836601307      .";"1      ."
"signal transduction by protein phosphorylation";"0.895424836601307      .";"1      ."
"single-stranded DNA binding";"0.895424836601307      .";"1      ."
"sprouting angiogenesis";"0.895424836601307      .";"1      ."
"telomere maintenance";"0.895424836601307      .";"1      ."
"transcription cofactor activity";"0.895424836601307      .";"1      ."
"transcription elongation from RNA polymerase II promoter";"0.895424836601307      .";"1      ."
"transcription factor TFIID complex";"0.895424836601307      .";"1      ."
"transmembrane receptor protein serine/threonine kinase activity";"0.895424836601307      .";"1      ."
"adrenal gland development";"0.92156862745098      .";"1      ."
"animal organ morphogenesis";"0.92156862745098      .";"1      ."
"brain development";"0.92156862745098      .";"1      ."
"cell projection";"0.92156862745098      .";"1      ."
"collagen binding";"0.92156862745098      .";"1      ."
"collagen fibril organization";"0.92156862745098      .";"1      ."
"cytokinesis";"0.92156862745098      .";"1      ."
"cytoskeletal anchoring at nuclear membrane";"0.92156862745098      .";"1      ."
"defense response to Gram-positive bacterium";"0.92156862745098      .";"1      ."
"DNA-directed DNA polymerase activity";"0.92156862745098      .";"1      ."
"DNA duplex unwinding";"0.92156862745098      .";"1      ."
"embryonic organ development";"0.92156862745098      .";"1      ."
"endodeoxyribonuclease activity";"0.92156862745098      .";"1      ."
"endoderm development";"0.92156862745098      .";"1      ."
"ephrin receptor binding";"0.92156862745098      .";"1      ."
"epithelial cilium movement involved in determination of left/right asymmetry";"0.92156862745098      .";"1      ."
"erythrocyte development";"0.92156862745098      .";"1      ."
"G-protein coupled serotonin receptor activity";"0.92156862745098      .";"1      ."
"germ cell migration";"0.92156862745098      .";"1      ."
"glomerular visceral epithelial cell development";"0.92156862745098      .";"1      ."
"kinase activity";"0.92156862745098      .";"1      ."
"lymph vessel development";"0.92156862745098      .";"1      ."
"muscle organ development";"0.92156862745098      .";"1      ."
"negative regulation of Wnt signaling pathway";"0.92156862745098      .";"1      ."
"neural retina development";"0.92156862745098      .";"1      ."
"nuclear membrane";"0.92156862745098      .";"1      ."
"nucleic acid binding";"0.92156862745098      .";"1      ."
"otic vesicle development";"0.92156862745098      .";"1      ."
"otolith development";"0.92156862745098      .";"1      ."
"outer dynein arm assembly";"0.92156862745098      .";"1      ."
"pancreas development";"0.92156862745098      .";"1      ."
"phosphorylation";"0.92156862745098      .";"1      ."
"positive regulation of sequence-specific DNA binding transcription factor activity";"0.92156862745098      .";"1      ."
"protein complex scaffold";"0.92156862745098      .";"1      ."
"protein heterodimerization activity";"0.92156862745098      .";"1      ."
"protein kinase activity";"0.92156862745098      .";"1      ."
"protein N-linked glycosylation via asparagine";"0.92156862745098      .";"1      ."
"protein phosphorylation";"0.92156862745098      .";"1      ."
"protein sumoylation";"0.92156862745098      .";"1      ."
"regulation of postsynaptic membrane potential";"0.92156862745098      .";"1      ."
"regulation of vascular endothelial growth factor receptor signaling pathway";"0.92156862745098      .";"1      ."
"single organismal cell-cell adhesion";"0.92156862745098      .";"1      ."
"skeletal muscle fiber development";"0.92156862745098      .";"1      ."
"small protein activating enzyme activity";"0.92156862745098      .";"1      ."
"spliceosomal complex";"0.92156862745098      .";"1      ."
"structural constituent of cytoskeleton";"0.92156862745098      .";"1      ."
"structural constituent of nuclear pore";"0.92156862745098      .";"1      ."
"structural molecule activity";"0.92156862745098      .";"1      ."
"swim bladder development";"0.92156862745098      .";"1      ."
"transcription factor activity, sequence-specific DNA binding";"0.92156862745098      .";"1      ."
"transcription factor binding";"0.92156862745098      .";"1      ."
"transcription initiation from RNA polymerase II promoter";"0.92156862745098      .";"1      ."
"U5 snRNP";"0.92156862745098      .";"1      ."
"vascular endothelial growth factor receptor signaling pathway";"0.92156862745098      .";"1      ."
"acetylglucosaminyltransferase activity";"0.941176470588235      .";"1      ."
"artery morphogenesis";"0.941176470588235      .";"1      ."
"ATP-dependent microtubule motor activity, plus-end-directed";"0.941176470588235      .";"1      ."
"axoneme";"0.941176470588235      .";"1      ."
"bicellular tight junction";"0.941176470588235      .";"1      ."
"bicellular tight junction assembly";"0.941176470588235      .";"1      ."
"cell differentiation";"0.941176470588235      .";"1      ."
"cell division";"0.941176470588235      .";"1      ."
"cell morphogenesis";"0.941176470588235      .";"1      ."
"cell projection organization";"0.941176470588235      .";"1      ."
"cellular response to DNA damage stimulus";"0.941176470588235      .";"1      ."
"ciliary basal body";"0.941176470588235      .";"1      ."
"closure of optic fissure";"0.941176470588235      .";"1      ."
"collagen trimer";"0.941176470588235      .";"1      ."
"cullin-RING ubiquitin ligase complex";"0.941176470588235      .";"1      ."
"detection of mechanical stimulus";"0.941176470588235      .";"1      ."
"determination of left/right asymmetry in lateral mesoderm";"0.941176470588235      .";"1      ."
"determination of pancreatic left/right asymmetry";"0.941176470588235      .";"1      ."
"embryonic hemopoiesis";"0.941176470588235      .";"1      ."
"endothelial cell proliferation";"0.941176470588235      .";"1      ."
"ephrin receptor signaling pathway";"0.941176470588235      .";"1      ."
"erythrocyte differentiation";"0.941176470588235      .";"1      ."
"exocytic vesicle";"0.941176470588235      .";"1      ."
"extracellular matrix";"0.941176470588235      .";"1      ."
"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger";"0.941176470588235      .";"1      ."
"gastrulation";"0.941176470588235      .";"1      ."
"Golgi cisterna membrane";"0.941176470588235      .";"1      ."
"histone-lysine N-methyltransferase activity";"0.941176470588235      .";"1      ."
"lymphangiogenesis";"0.941176470588235      .";"1      ."
"membrane disruption in other organism";"0.941176470588235      .";"1      ."
"mitotic spindle";"0.941176470588235      .";"1      ."
"mitotic spindle assembly checkpoint";"0.941176470588235      .";"1      ."
"myelination";"0.941176470588235      .";"1      ."
"neural crest cell migration";"0.941176470588235      .";"1      ."
"neural tube formation";"0.941176470588235      .";"1      ."
"odontogenesis";"0.941176470588235      .";"1      ."
"p53 binding";"0.941176470588235      .";"1      ."
"pectoral fin development";"0.941176470588235      .";"1      ."
"plasma membrane organization";"0.941176470588235      .";"1      ."
"positive regulation of angiogenesis";"0.941176470588235      .";"1      ."
"positive regulation of canonical Wnt signaling pathway";"0.941176470588235      .";"1      ."
"positive regulation of guanylate cyclase activity";"0.941176470588235      .";"1      ."
"positive regulation of neuron differentiation";"0.941176470588235      .";"1      ."
"positive regulation of pathway-restricted SMAD protein phosphorylation";"0.941176470588235      .";"1      ."
"positive regulation of vasoconstriction";"0.941176470588235      .";"1      ."
"potassium ion leak channel activity";"0.941176470588235      .";"1      ."
"pronephric glomerulus morphogenesis";"0.941176470588235      .";"1      ."
"protein glycosylation";"0.941176470588235      .";"1      ."
"proteinaceous extracellular matrix";"0.941176470588235      .";"1      ."
"Ran GTPase binding";"0.941176470588235      .";"1      ."
"regulation of MAPK cascade";"0.941176470588235      .";"1      ."
"regulation of transcription from RNA polymerase II promoter";"0.941176470588235      .";"1      ."
"response to ionizing radiation";"0.941176470588235      .";"1      ."
"retinoic acid receptor signaling pathway";"0.941176470588235      .";"1      ."
"smooth muscle contraction";"0.941176470588235      .";"1      ."
"somite development";"0.941176470588235      .";"1      ."
"spindle organization";"0.941176470588235      .";"1      ."
"spindle pole";"0.941176470588235      .";"1      ."
"transcription factor complex";"0.941176470588235      .";"1      ."
"transforming growth factor beta receptor binding";"0.941176470588235      .";"1      ."
"transmembrane receptor protein tyrosine kinase signaling pathway";"0.941176470588235      .";"1      ."
"U2-type prespliceosome";"0.941176470588235      .";"1      ."
"U4/U6 x U5 tri-snRNP complex";"0.941176470588235      .";"1      ."
"angiogenesis";"0.96078431372549      .";"1      ."
