"gene set";"p-value";"fdr"
"peptidase activity";"0.725490196078431      .";"1      ."
"peptide binding";"0.725490196078431      .";"1      ."
"peptidyl-prolyl cis-trans isomerase activity";"0.725490196078431      .";"1      ."
"phosphatidylinositol 3-kinase complex";"0.725490196078431      .";"1      ."
"phosphatidylinositol binding";"0.725490196078431      .";"1      ."
"polysaccharide binding";"0.725490196078431      .";"1      ."
"positive regulation of I-kappaB kinase/NF-kappaB signaling";"0.725490196078431      .";"1      ."
"positive regulation of NF-kappaB transcription factor activity";"0.725490196078431      .";"1      ."
"positive regulation of proteasomal ubiquitin-dependent protein catabolic process";"0.725490196078431      .";"1      ."
"posterior lateral line development";"0.725490196078431      .";"1      ."
"potassium ion transmembrane transport";"0.725490196078431      .";"1      ."
"protein catabolic process";"0.725490196078431      .";"1      ."
"protein peptidyl-prolyl isomerization";"0.725490196078431      .";"1      ."
"protein phosphatase inhibitor activity";"0.725490196078431      .";"1      ."
"proteolysis involved in cellular protein catabolic process";"0.725490196078431      .";"1      ."
"proton-transporting ATP synthase activity, rotational mechanism";"0.725490196078431      .";"1      ."
"regulation of GTPase activity";"0.725490196078431      .";"1      ."
"regulation of mitotic nuclear division";"0.725490196078431      .";"1      ."
"regulation of postsynaptic membrane potential";"0.725490196078431      .";"1      ."
"retrograde transport, endosome to Golgi";"0.725490196078431      .";"1      ."
"sensory epithelium regeneration";"0.725490196078431      .";"1      ."
"substrate-specific transmembrane transporter activity";"0.725490196078431      .";"1      ."
"sulfate transmembrane transport";"0.725490196078431      .";"1      ."
"sulfate transmembrane transporter activity";"0.725490196078431      .";"1      ."
"sulfate transport";"0.725490196078431      .";"1      ."
"sulfotransferase activity";"0.725490196078431      .";"1      ."
"transcription coactivator activity";"0.725490196078431      .";"1      ."
"transmembrane transporter activity";"0.725490196078431      .";"1      ."
"vacuole";"0.725490196078431      .";"1      ."
"vesicle-mediated transport";"0.725490196078431      .";"1      ."
"4 iron, 4 sulfur cluster binding";"0.764705882352941      .";"1      ."
"acetylgalactosaminyltransferase activity";"0.764705882352941      .";"1      ."
"actin filament organization";"0.764705882352941      .";"1      ."
"Arp2/3 complex-mediated actin nucleation";"0.764705882352941      .";"1      ."
"Arp2/3 protein complex";"0.764705882352941      .";"1      ."
"beta-catenin binding";"0.764705882352941      .";"1      ."
"CCR chemokine receptor binding";"0.764705882352941      .";"1      ."
"cellular amino acid biosynthetic process";"0.764705882352941      .";"1      ."
"cellular response to interferon-gamma";"0.764705882352941      .";"1      ."
"cellular response to interleukin-1";"0.764705882352941      .";"1      ."
"collagen fibril organization";"0.764705882352941      .";"1      ."
"cysteine-type peptidase activity";"0.764705882352941      .";"1      ."
"defense response to virus";"0.764705882352941      .";"1      ."
"dioxygenase activity";"0.764705882352941      .";"1      ."
"endoplasmic reticulum membrane";"0.764705882352941      .";"1      ."
"enteric nervous system development";"0.764705882352941      .";"1      ."
"establishment or maintenance of epithelial cell apical/basal polarity";"0.764705882352941      .";"1      ."
"ferric iron binding";"0.764705882352941      .";"1      ."
"GTPase activator activity";"0.764705882352941      .";"1      ."
"insulin receptor binding";"0.764705882352941      .";"1      ."
"intracellular";"0.764705882352941      .";"1      ."
"lymphocyte chemotaxis";"0.764705882352941      .";"1      ."
"mitochondrial electron transport, NADH to ubiquinone";"0.764705882352941      .";"1      ."
"mitochondrial fission";"0.764705882352941      .";"1      ."
"monocyte chemotaxis";"0.764705882352941      .";"1      ."
"myeloid cell development";"0.764705882352941      .";"1      ."
"neuron differentiation";"0.764705882352941      .";"1      ."
"neutral amino acid transmembrane transporter activity";"0.764705882352941      .";"1      ."
"neutral amino acid transport";"0.764705882352941      .";"1      ."
"organic anion transport";"0.764705882352941      .";"1      ."
"otic vesicle development";"0.764705882352941      .";"1      ."
"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen";"0.764705882352941      .";"1      ."
"peptidyl-threonine phosphorylation";"0.764705882352941      .";"1      ."
"peripheral nervous system neuron axonogenesis";"0.764705882352941      .";"1      ."
"positive regulation of neuron differentiation";"0.764705882352941      .";"1      ."
"protein localization";"0.764705882352941      .";"1      ."
"proteolysis";"0.764705882352941      .";"1      ."
"purine nucleotide biosynthetic process";"0.764705882352941      .";"1      ."
"pyridoxal phosphate binding";"0.764705882352941      .";"1      ."
"regulation of molecular function";"0.764705882352941      .";"1      ."
"regulation of proteolysis";"0.764705882352941      .";"1      ."
"secondary active sulfate transmembrane transporter activity";"0.764705882352941      .";"1      ."
"signaling";"0.764705882352941      .";"1      ."
"skeletal muscle contraction";"0.764705882352941      .";"1      ."
"steroid hydroxylase activity";"0.764705882352941      .";"1      ."
"trans-Golgi network";"0.764705882352941      .";"1      ."
"tricarboxylic acid cycle";"0.764705882352941      .";"1      ."
"activation of GTPase activity";"0.803921568627451      .";"1      ."
"actomyosin structure organization";"0.803921568627451      .";"1      ."
"acyl-CoA dehydrogenase activity";"0.803921568627451      .";"1      ."
"adenylate cyclase-inhibiting serotonin receptor signaling pathway";"0.803921568627451      .";"1      ."
"ammonium transmembrane transporter activity";"0.803921568627451      .";"1      ."
"anion transmembrane transport";"0.803921568627451      .";"1      ."
"apoptotic signaling pathway";"0.803921568627451      .";"1      ."
"ATP-dependent microtubule motor activity, plus-end-directed";"0.803921568627451      .";"1      ."
"axon";"0.803921568627451      .";"1      ."
"calmodulin binding";"0.803921568627451      .";"1      ."
"cAMP biosynthetic process";"0.803921568627451      .";"1      ."
"cartilage development";"0.803921568627451      .";"1      ."
"cell communication";"0.803921568627451      .";"1      ."
"cell cortex";"0.803921568627451      .";"1      ."
"cellular amino acid metabolic process";"0.803921568627451      .";"1      ."
"cellular response to hormone stimulus";"0.803921568627451      .";"1      ."
"central nervous system projection neuron axonogenesis";"0.803921568627451      .";"1      ."
"chemokine activity";"0.803921568627451      .";"1      ."
"cholesterol metabolic process";"0.803921568627451      .";"1      ."
"detection of visible light";"0.803921568627451      .";"1      ."
"dynamin family protein polymerization involved in mitochondrial fission";"0.803921568627451      .";"1      ."
"embryonic pattern specification";"0.803921568627451      .";"1      ."
"endoderm formation";"0.803921568627451      .";"1      ."
"endosomal transport";"0.803921568627451      .";"1      ."
"extracellular ligand-gated ion channel activity";"0.803921568627451      .";"1      ."
"fatty acid beta-oxidation";"0.803921568627451      .";"1      ."
"FMN binding";"0.803921568627451      .";"1      ."
"focal adhesion";"0.803921568627451      .";"1      ."
"GDP-dissociation inhibitor activity";"0.803921568627451      .";"1      ."
"glutathione metabolic process";"0.803921568627451      .";"1      ."
"GTPase activity";"0.803921568627451      .";"1      ."
"histone deacetylase complex";"0.803921568627451      .";"1      ."
"inner ear morphogenesis";"0.803921568627451      .";"1      ."
"inositol-1,4,5-trisphosphate 3-kinase activity";"0.803921568627451      .";"1      ."
"integrin binding";"0.803921568627451      .";"1      ."
"lamellipodium";"0.803921568627451      .";"1      ."
"lipid catabolic process";"0.803921568627451      .";"1      ."
"lipid glycosylation";"0.803921568627451      .";"1      ."
"liver development";"0.803921568627451      .";"1      ."
"lyase activity";"0.803921568627451      .";"1      ."
"melanosome transport";"0.803921568627451      .";"1      ."
"mitochondrial respiratory chain complex I";"0.803921568627451      .";"1      ."
"mitophagy";"0.803921568627451      .";"1      ."
"myofibril assembly";"0.803921568627451      .";"1      ."
"NAD binding";"0.803921568627451      .";"1      ."
"NAD biosynthetic process";"0.803921568627451      .";"1      ."
"NAD+ ADP-ribosyltransferase activity";"0.803921568627451      .";"1      ."
"negative regulation of adenylate cyclase activity";"0.803921568627451      .";"1      ."
"negative regulation of cell differentiation";"0.803921568627451      .";"1      ."
"optokinetic behavior";"0.803921568627451      .";"1      ."
"oxalate transmembrane transporter activity";"0.803921568627451      .";"1      ."
"oxalate transport";"0.803921568627451      .";"1      ."
"oxidoreductase activity, acting on NAD(P)H";"0.803921568627451      .";"1      ."
"peroxisome";"0.803921568627451      .";"1      ."
"phospholipid transport";"0.803921568627451      .";"1      ."
"pigmentation";"0.803921568627451      .";"1      ."
"positive regulation of transcription, DNA-templated";"0.803921568627451      .";"1      ."
"protein processing";"0.803921568627451      .";"1      ."
"proton transport";"0.803921568627451      .";"1      ."
"regulation of vesicle fusion";"0.803921568627451      .";"1      ."
"response to zinc ion";"0.803921568627451      .";"1      ."
"RNA polymerase II transcription factor activity, sequence-specific DNA binding";"0.803921568627451      .";"1      ."
"serotonin binding";"0.803921568627451      .";"1      ."
"signal transducer activity";"0.803921568627451      .";"1      ."
"skeletal system development";"0.803921568627451      .";"1      ."
"sodium:bicarbonate symporter activity";"0.803921568627451      .";"1      ."
"sphingolipid biosynthetic process";"0.803921568627451      .";"1      ."
"steroid binding";"0.803921568627451      .";"1      ."
"steroid metabolic process";"0.803921568627451      .";"1      ."
"striated muscle myosin thick filament assembly";"0.803921568627451      .";"1      ."
"actin cytoskeleton";"0.836601307189543      .";"1      ."
"ATP synthesis coupled proton transport";"0.836601307189543      .";"1      ."
"bicellular tight junction";"0.836601307189543      .";"1      ."
"carbohydrate binding";"0.836601307189543      .";"1      ."
"cartilage morphogenesis";"0.836601307189543      .";"1      ."
"cellular response to tumor necrosis factor";"0.836601307189543      .";"1      ."
"cholesterol homeostasis";"0.836601307189543      .";"1      ."
"cytokine-mediated signaling pathway";"0.836601307189543      .";"1      ."
"FAD binding";"0.836601307189543      .";"1      ."
"fin development";"0.836601307189543      .";"1      ."
"insulin-like growth factor binding";"0.836601307189543      .";"1      ."
"lipid metabolic process";"0.836601307189543      .";"1      ."
"melanosome";"0.836601307189543      .";"1      ."
"midbrain-hindbrain boundary development";"0.836601307189543      .";"1      ."
"NADH dehydrogenase (ubiquinone) activity";"0.836601307189543      .";"1      ."
"negative chemotaxis";"0.836601307189543      .";"1      ."
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";"0.836601307189543      .";"1      ."
"peptide catabolic process";"0.836601307189543      .";"1      ."
"peptide cross-linking";"0.836601307189543      .";"1      ."
"potassium channel activity";"0.836601307189543      .";"1      ."
"protein-cysteine S-palmitoyltransferase activity";"0.836601307189543      .";"1      ."
"protein-glutamine gamma-glutamyltransferase activity";"0.836601307189543      .";"1      ."
"protein kinase C activity";"0.836601307189543      .";"1      ."
"regulation of actin filament polymerization";"0.836601307189543      .";"1      ."
"regulation of cell shape";"0.836601307189543      .";"1      ."
"regulation of intracellular pH";"0.836601307189543      .";"1      ."
"regulation of synaptic transmission, glutamatergic";"0.836601307189543      .";"1      ."
"respiratory chain";"0.836601307189543      .";"1      ."
"retina morphogenesis in camera-type eye";"0.836601307189543      .";"1      ."
"RNA polymerase II core promoter proximal region sequence-specific DNA binding";"0.836601307189543      .";"1      ."
"small GTPase mediated signal transduction";"0.836601307189543      .";"1      ."
"sodium-independent organic anion transmembrane transporter activity";"0.836601307189543      .";"1      ."
"sodium-independent organic anion transport";"0.836601307189543      .";"1      ."
"structural constituent of muscle";"0.836601307189543      .";"1      ."
"vacuolar transport";"0.836601307189543      .";"1      ."
"very long-chain fatty acid biosynthetic process";"0.836601307189543      .";"1      ."
"actin filament bundle assembly";"0.869281045751634      .";"1      ."
"actin monomer binding";"0.869281045751634      .";"1      ."
"ADP transport";"0.869281045751634      .";"1      ."
"aspartic-type endopeptidase activity";"0.869281045751634      .";"1      ."
"ATP-activated inward rectifier potassium channel activity";"0.869281045751634      .";"1      ."
"ATP transport";"0.869281045751634      .";"1      ."
"axonogenesis";"0.869281045751634      .";"1      ."
"bicarbonate transmembrane transporter activity";"0.869281045751634      .";"1      ."
"cAMP binding";"0.869281045751634      .";"1      ."
"collagen trimer";"0.869281045751634      .";"1      ."
"cysteine-type endopeptidase inhibitor activity";"0.869281045751634      .";"1      ."
"dopamine neurotransmitter receptor activity";"0.869281045751634      .";"1      ."
"epidermal growth factor receptor signaling pathway";"0.869281045751634      .";"1      ."
"exocytosis";"0.869281045751634      .";"1      ."
"extrinsic apoptotic signaling pathway in absence of ligand";"0.869281045751634      .";"1      ."
"glutamate receptor activity";"0.869281045751634      .";"1      ."
"glutathione peroxidase activity";"0.869281045751634      .";"1      ."
"glycogen metabolic process";"0.869281045751634      .";"1      ."
"heparin binding";"0.869281045751634      .";"1      ."
"hydrogen ion transmembrane transporter activity";"0.869281045751634      .";"1      ."
"intracellular membrane-bounded organelle";"0.869281045751634      .";"1      ."
"intrinsic component of the cytoplasmic side of the plasma membrane";"0.869281045751634      .";"1      ."
"melanosome organization";"0.869281045751634      .";"1      ."
"motile cilium";"0.869281045751634      .";"1      ."
"organic anion transmembrane transporter activity";"0.869281045751634      .";"1      ."
"peptidyl-serine phosphorylation";"0.869281045751634      .";"1      ."
"peptidyl-tyrosine dephosphorylation";"0.869281045751634      .";"1      ."
"peroxidase activity";"0.869281045751634      .";"1      ."
"phosphatidylinositol 3-kinase binding";"0.869281045751634      .";"1      ."
"phosphatidylinositol 3-kinase signaling";"0.869281045751634      .";"1      ."
"phosphatidylinositol dephosphorylation";"0.869281045751634      .";"1      ."
"platelet activation";"0.869281045751634      .";"1      ."
"postsynaptic density";"0.869281045751634      .";"1      ."
"protein tyrosine phosphatase activity";"0.869281045751634      .";"1      ."
"proteinaceous extracellular matrix";"0.869281045751634      .";"1      ."
"proton-transporting ATPase activity, rotational mechanism";"0.869281045751634      .";"1      ."
"regulation of neuron apoptotic process";"0.869281045751634      .";"1      ."
"response to cytokine";"0.869281045751634      .";"1      ."
"Rho guanyl-nucleotide exchange factor activity";"0.869281045751634      .";"1      ."
"Rho protein signal transduction";"0.869281045751634      .";"1      ."
"sarcolemma";"0.869281045751634      .";"1      ."
"semicircular canal morphogenesis";"0.869281045751634      .";"1      ."
"signal transduction";"0.869281045751634      .";"1      ."
"skeletal muscle fiber development";"0.869281045751634      .";"1      ."
"SMAD binding";"0.869281045751634      .";"1      ."
"structural constituent of eye lens";"0.869281045751634      .";"1      ."
"tissue regeneration";"0.869281045751634      .";"1      ."
"transferase activity, transferring acyl groups other than amino-acyl groups";"0.869281045751634      .";"1      ."
"troponin complex";"0.869281045751634      .";"1      ."
"UTP biosynthetic process";"0.869281045751634      .";"1      ."
"vasoconstriction";"0.869281045751634      .";"1      ."
"vesicle";"0.869281045751634      .";"1      ."
"voltage-gated potassium channel activity";"0.869281045751634      .";"1      ."
"actin filament binding";"0.895424836601307      .";"1      ."
"actin polymerization or depolymerization";"0.895424836601307      .";"1      ."
"ATP hydrolysis coupled proton transport";"0.895424836601307      .";"1      ."
"ATP metabolic process";"0.895424836601307      .";"1      ."
"calcium ion import";"0.895424836601307      .";"1      ."
"cellular response to xenobiotic stimulus";"0.895424836601307      .";"1      ."
"channel regulator activity";"0.895424836601307      .";"1      ."
"developmental pigmentation";"0.895424836601307      .";"1      ."
"dorsal convergence";"0.895424836601307      .";"1      ."
"extracellular ATP-gated cation channel activity";"0.895424836601307      .";"1      ."
"extracellular space";"0.895424836601307      .";"1      ."
"fatty acid biosynthetic process";"0.895424836601307      .";"1      ."
"G-protein coupled photoreceptor activity";"0.895424836601307      .";"1      ."
"glomerulus development";"0.895424836601307      .";"1      ."
"identical protein binding";"0.895424836601307      .";"1      ."
"magnesium ion binding";"0.895424836601307      .";"1      ."
"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";"0.895424836601307      .";"1      ."
"muscle structure development";"0.895424836601307      .";"1      ."
"negative regulation of neuron apoptotic process";"0.895424836601307      .";"1      ."
"odontogenesis";"0.895424836601307      .";"1      ."
"phototransduction";"0.895424836601307      .";"1      ."
"positive regulation of GTPase activity";"0.895424836601307      .";"1      ."
"purinergic nucleotide receptor activity";"0.895424836601307      .";"1      ."
"purinergic nucleotide receptor signaling pathway";"0.895424836601307      .";"1      ."
"regulation of AMPA receptor activity";"0.895424836601307      .";"1      ."
"regulation of ARF protein signal transduction";"0.895424836601307      .";"1      ."
"regulation of neuron differentiation";"0.895424836601307      .";"1      ."
"regulation of Rho protein signal transduction";"0.895424836601307      .";"1      ."
"response to ATP";"0.895424836601307      .";"1      ."
"response to cadmium ion";"0.895424836601307      .";"1      ."
"response to drug";"0.895424836601307      .";"1      ."
"response to methylmercury";"0.895424836601307      .";"1      ."
"response to toxic substance";"0.895424836601307      .";"1      ."
"RNA polymerase II regulatory region sequence-specific DNA binding";"0.895424836601307      .";"1      ."
"SNARE binding";"0.895424836601307      .";"1      ."
"spinal cord motor neuron differentiation";"0.895424836601307      .";"1      ."
"synaptic vesicle endocytosis";"0.895424836601307      .";"1      ."
"thigmotaxis";"0.895424836601307      .";"1      ."
"transaminase activity";"0.895424836601307      .";"1      ."
"tumor necrosis factor receptor binding";"0.895424836601307      .";"1      ."
"adenosine deaminase activity";"0.92156862745098      .";"1      ."
"ATP-dependent microtubule motor activity, minus-end-directed";"0.92156862745098      .";"1      ."
"calcium-dependent cysteine-type endopeptidase activity";"0.92156862745098      .";"1      ."
"cation transport";"0.92156862745098      .";"1      ."
"cell adhesion";"0.92156862745098      .";"1      ."
"cell migration";"0.92156862745098      .";"1      ."
"copper ion binding";"0.92156862745098      .";"1      ."
"cytoplasmic vesicle membrane";"0.92156862745098      .";"1      ."
"cytoskeleton organization";"0.92156862745098      .";"1      ."
"dynein intermediate chain binding";"0.92156862745098      .";"1      ."
"embryonic cranial skeleton morphogenesis";"0.92156862745098      .";"1      ."
"endocrine pancreas development";"0.92156862745098      .";"1      ."
"endopeptidase inhibitor activity";"0.92156862745098      .";"1      ."
"glutathione transferase activity";"0.92156862745098      .";"1      ."
"guanyl-nucleotide exchange factor activity";"0.92156862745098      .";"1      ."
"histone H3 deacetylation";"0.92156862745098      .";"1      ."
"hormone activity";"0.92156862745098      .";"1      ."
"inner ear development";"0.92156862745098      .";"1      ."
"intra-Golgi vesicle-mediated transport";"0.92156862745098      .";"1      ."
"lipid transport";"0.92156862745098      .";"1      ."
"membrane attack complex";"0.92156862745098      .";"1      ."
"membrane fusion";"0.92156862745098      .";"1      ."
"microtubule-based process";"0.92156862745098      .";"1      ."
"muscle organ development";"0.92156862745098      .";"1      ."
"NAD-dependent histone deacetylase activity (H3-K14 specific)";"0.92156862745098      .";"1      ."
"negative regulation of insulin receptor signaling pathway";"0.92156862745098      .";"1      ."
"neuromuscular synaptic transmission";"0.92156862745098      .";"1      ."
"nucleobase-containing compound kinase activity";"0.92156862745098      .";"1      ."
"nucleoside diphosphate kinase activity";"0.92156862745098      .";"1      ."
"nucleoside diphosphate phosphorylation";"0.92156862745098      .";"1      ."
"otolith morphogenesis";"0.92156862745098      .";"1      ."
"positive regulation of sequence-specific DNA binding transcription factor activity";"0.92156862745098      .";"1      ."
"potassium ion import";"0.92156862745098      .";"1      ."
"protein dimerization activity";"0.92156862745098      .";"1      ."
"proton-transporting V-type ATPase, V1 domain";"0.92156862745098      .";"1      ."
"Rab GTPase binding";"0.92156862745098      .";"1      ."
"regulation of actin cytoskeleton organization";"0.92156862745098      .";"1      ."
"regulation of catalytic activity";"0.92156862745098      .";"1      ."
"regulation of cell cycle";"0.92156862745098      .";"1      ."
"regulation of cell growth";"0.92156862745098      .";"1      ."
"regulation of muscle contraction";"0.92156862745098      .";"1      ."
"regulation of signal transduction";"0.92156862745098      .";"1      ."
"retinal cone cell development";"0.92156862745098      .";"1      ."
"scavenger receptor activity";"0.92156862745098      .";"1      ."
"serine-type peptidase activity";"0.92156862745098      .";"1      ."
"skeletal muscle cell differentiation";"0.92156862745098      .";"1      ."
"skeletal muscle tissue development";"0.92156862745098      .";"1      ."
"vacuolar acidification";"0.92156862745098      .";"1      ."
"ARF guanyl-nucleotide exchange factor activity";"0.941176470588235      .";"1      ."
"bicarbonate transport";"0.941176470588235      .";"1      ."
"cation channel activity";"0.941176470588235      .";"1      ."
"cellular lipid metabolic process";"0.941176470588235      .";"1      ."
"cellular response to estrogen stimulus";"0.941176470588235      .";"1      ."
"chloride channel activity";"0.941176470588235      .";"1      ."
"cullin family protein binding";"0.941176470588235      .";"1      ."
"cytoskeleton";"0.941176470588235      .";"1      ."
"embryonic retina morphogenesis in camera-type eye";"0.941176470588235      .";"1      ."
"epiboly involved in gastrulation with mouth forming second";"0.941176470588235      .";"1      ."
"eye development";"0.941176470588235      .";"1      ."
"G-protein coupled acetylcholine receptor activity";"0.941176470588235      .";"1      ."
"inward rectifier potassium channel activity";"0.941176470588235      .";"1      ."
"lipid transporter activity";"0.941176470588235      .";"1      ."
"lipoprotein metabolic process";"0.941176470588235      .";"1      ."
"MAP kinase kinase kinase activity";"0.941176470588235      .";"1      ."
"microtubule";"0.941176470588235      .";"1      ."
"microtubule cytoskeleton organization";"0.941176470588235      .";"1      ."
"negative regulation of cell death";"0.941176470588235      .";"1      ."
"oligodendrocyte development";"0.941176470588235      .";"1      ."
"oligodendrocyte differentiation";"0.941176470588235      .";"1      ."
"ossification";"0.941176470588235      .";"1      ."
"otic placode formation";"0.941176470588235      .";"1      ."
"phagocytosis";"0.941176470588235      .";"1      ."
"plasma membrane organization";"0.941176470588235      .";"1      ."
"pre-autophagosomal structure";"0.941176470588235      .";"1      ."
"presynaptic membrane";"0.941176470588235      .";"1      ."
"protein phosphatase regulator activity";"0.941176470588235      .";"1      ."
"regulation of endocytosis";"0.941176470588235      .";"1      ."
"response to activity";"0.941176470588235      .";"1      ."
"response to stress";"0.941176470588235      .";"1      ."
"activation of MAPKK activity";"0.96078431372549      .";"1      ."
"anterior/posterior pattern specification";"0.96078431372549      .";"1      ."
"axon development";"0.96078431372549      .";"1      ."
"brain development";"0.96078431372549      .";"1      ."
"calcium ion-regulated exocytosis of neurotransmitter";"0.96078431372549      .";"1      ."
"carboxy-lyase activity";"0.96078431372549      .";"1      ."
"cation:chloride symporter activity";"0.96078431372549      .";"1      ."
"cholesterol binding";"0.96078431372549      .";"1      ."
"cholesterol transporter activity";"0.96078431372549      .";"1      ."
"developmental growth";"0.96078431372549      .";"1      ."
"endoplasmic reticulum unfolded protein response";"0.96078431372549      .";"1      ."
"fructose metabolic process";"0.96078431372549      .";"1      ."
"G-protein coupled receptor binding";"0.96078431372549      .";"1      ."
"GABA-A receptor activity";"0.96078431372549      .";"1      ."
"inorganic anion exchanger activity";"0.96078431372549      .";"1      ."
"lipid biosynthetic process";"0.96078431372549      .";"1      ."
"locomotory behavior";"0.96078431372549      .";"1      ."
"lysosome organization";"0.96078431372549      .";"1      ."
"mitochondrial membrane";"0.96078431372549      .";"1      ."
"multicellular organismal response to stress";"0.96078431372549      .";"1      ."
"muscle fiber development";"0.96078431372549      .";"1      ."
"negative regulation of cell proliferation";"0.96078431372549      .";"1      ."
"negative regulation of mitotic cell cycle";"0.96078431372549      .";"1      ."
"negative regulation of peptidase activity";"0.96078431372549      .";"1      ."
"peptidase inhibitor activity";"0.96078431372549      .";"1      ."
"photoreceptor activity";"0.96078431372549      .";"1      ."
"photoreceptor cell maintenance";"0.96078431372549      .";"1      ."
"photoreceptor outer segment";"0.96078431372549      .";"1      ."
"protein-chromophore linkage";"0.96078431372549      .";"1      ."
"protein homooligomerization";"0.96078431372549      .";"1      ."
"protein K63-linked deubiquitination";"0.96078431372549      .";"1      ."
"proton-transporting V-type ATPase, V0 domain";"0.96078431372549      .";"1      ."
"Rac GTPase binding";"0.96078431372549      .";"1      ."
"receptor clustering";"0.96078431372549      .";"1      ."
"regulation of anion transmembrane transport";"0.96078431372549      .";"1      ."
"response to xenobiotic stimulus";"0.96078431372549      .";"1      ."
"retinal pigment epithelium development";"0.96078431372549      .";"1      ."
"sodium channel activity";"0.96078431372549      .";"1      ."
"sodium ion transmembrane transport";"0.96078431372549      .";"1      ."
"synapse organization";"0.96078431372549      .";"1      ."
"thiol-dependent ubiquitin-specific protease activity";"0.96078431372549      .";"1      ."
"voltage-gated potassium channel complex";"0.96078431372549      .";"1      ."
"actin cytoskeleton organization";"0.973856209150327      .";"1      ."
"anterior/posterior axis specification";"0.973856209150327      .";"1      ."
"apical plasma membrane";"0.973856209150327      .";"1      ."
"cation transmembrane transport";"0.973856209150327      .";"1      ."
"cell-cell junction";"0.973856209150327      .";"1      ."
"cellular calcium ion homeostasis";"0.973856209150327      .";"1      ."
"cellular response to nitrogen starvation";"0.973856209150327      .";"1      ."
"chloride channel complex";"0.973856209150327      .";"1      ."
"cholesterol biosynthetic process";"0.973856209150327      .";"1      ."
"clathrin binding";"0.973856209150327      .";"1      ."
"developmental process";"0.973856209150327      .";"1      ."
"extracellular region";"0.973856209150327      .";"1      ."
"fin regeneration";"0.973856209150327      .";"1      ."
"fructose 6-phosphate metabolic process";"0.973856209150327      .";"1      ."
"GABA-A receptor complex";"0.973856209150327      .";"1      ."
"gluconeogenesis";"0.973856209150327      .";"1      ."
"glycogen biosynthetic process";"0.973856209150327      .";"1      ."
"melanocyte differentiation";"0.973856209150327      .";"1      ."
"negative regulation of protein kinase activity";"0.973856209150327      .";"1      ."
"negative regulation of transcription from RNA polymerase II promoter";"0.973856209150327      .";"1      ."
"negative regulation of transforming growth factor beta receptor signaling pathway";"0.973856209150327      .";"1      ."
"neuropeptide hormone activity";"0.973856209150327      .";"1      ."
"phosphatidate phosphatase activity";"0.973856209150327      .";"1      ."
"positive regulation of protein ubiquitination";"0.973856209150327      .";"1      ."
"protein kinase inhibitor activity";"0.973856209150327      .";"1      ."
"protein phosphatase type 2A complex";"0.973856209150327      .";"1      ."
"regeneration";"0.973856209150327      .";"1      ."
"regulation of axon extension";"0.973856209150327      .";"1      ."
"regulation of cell differentiation";"0.973856209150327      .";"1      ."
"regulation of cell proliferation";"0.973856209150327      .";"1      ."
"regulation of protein kinase activity";"0.973856209150327      .";"1      ."
"retrograde vesicle-mediated transport, Golgi to ER";"0.973856209150327      .";"1      ."
"sodium channel regulator activity";"0.973856209150327      .";"1      ."
"transmission of nerve impulse";"0.973856209150327      .";"1      ."
"visual perception";"0.973856209150327      .";"1      ."
"actin binding";"0.986928104575163      .";"1      ."
"autophagosome";"0.986928104575163      .";"1      ."
"carboxylic ester hydrolase activity";"0.986928104575163      .";"1      ."
"cell-cell signaling";"0.986928104575163      .";"1      ."
"chemical synaptic transmission";"0.986928104575163      .";"1      ."
"chloride transmembrane transport";"0.986928104575163      .";"1      ."
"chloride transport";"0.986928104575163      .";"1      ."
"cholesterol efflux";"0.986928104575163      .";"1      ."
"circadian regulation of gene expression";"0.986928104575163      .";"1      ."
"cytoplasmic dynein complex";"0.986928104575163      .";"1      ."
"cytoskeletal protein binding";"0.986928104575163      .";"1      ."
"dendrite";"0.986928104575163      .";"1      ."
"dephosphorylation";"0.986928104575163      .";"1      ."
"dynein light intermediate chain binding";"0.986928104575163      .";"1      ."
"extracellular matrix structural constituent";"0.986928104575163      .";"1      ."
"glucose homeostasis";"0.986928104575163      .";"1      ."
"glycolytic process";"0.986928104575163      .";"1      ."
"high-density lipoprotein particle";"0.986928104575163      .";"1      ."
"hindbrain development";"0.986928104575163      .";"1      ."
"hormone-mediated signaling pathway";"0.986928104575163      .";"1      ."
"inorganic anion transport";"0.986928104575163      .";"1      ."
"integral component of membrane";"0.986928104575163      .";"1      ."
"integral component of plasma membrane";"0.986928104575163      .";"1      ."
"ion channel binding";"0.986928104575163      .";"1      ."
"MAP kinase activity";"0.986928104575163      .";"1      ."
"MAPK cascade";"0.986928104575163      .";"1      ."
"membrane";"0.986928104575163      .";"1      ."
"modulation of synaptic transmission";"0.986928104575163      .";"1      ."
"myelination";"0.986928104575163      .";"1      ."
"negative regulation of JAK-STAT cascade";"0.986928104575163      .";"1      ."
"negative regulation of protein serine/threonine kinase activity";"0.986928104575163      .";"1      ."
"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor";"0.986928104575163      .";"1      ."
"peptide metabolic process";"0.986928104575163      .";"1      ."
"photoperiodism";"0.986928104575163      .";"1      ."
